SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2024-25,1610612765,DET,Detroit Pistons,0022400223,2024-11-13T00:00:00,DET @ MIL,L,53.0,14.0,15.0,31.0,54.0,19.0,14.0,12.0,46.0,0,0,0,0,1,499,263,13,195,397,369,220,280,1
2024-25,1610612738,BOS,Boston Celtics,0022400218,2024-11-13T00:00:00,BOS @ BKN,W,48.0,16.0,18.0,7.0,52.0,13.0,8.0,13.0,40.0,0,0,0,0,39,409,147,641,240,144,85,263,137,1
2024-25,1610612764,WAS,Washington Wizards,0022400224,2024-11-13T00:00:00,WAS @ SAS,L,48.0,4.0,16.0,11.0,50.0,20.0,13.0,12.0,40.0,0,0,0,0,39,714,221,504,289,450,317,220,137,1
2024-25,1610612741,CHI,Chicago Bulls,0022400219,2024-11-13T00:00:00,CHI @ NYK,W,48.0,17.0,9.0,26.0,50.0,20.0,10.0,14.0,58.0,0,0,0,0,39,367,555,47,289,450,169,301,572,1
2024-25,1610612753,ORL,Orlando Magic,0022400217,2024-11-13T00:00:00,ORL vs. IND,W,48.0,17.0,5.0,14.0,40.0,19.0,12.0,11.0,32.0,0,0,0,0,39,367,691,381,541,397,256,191,36,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400225,2024-11-13T00:00:00,LAL vs. MEM,W,48.0,15.0,13.0,20.0,36.0,17.0,16.0,17.0,58.0,0,0,0,0,39,456,355,160,626,315,461,433,572,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400220,2024-11-13T00:00:00,PHI vs. CLE,L,48.0,14.0,13.0,12.0,42.0,13.0,13.0,4.0,44.0,0,0,0,0,39,499,355,461,495,144,317,8,229,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400223,2024-11-13T00:00:00,MIL vs. DET,W,53.0,19.0,14.0,12.0,46.0,14.0,15.0,31.0,54.0,0,0,0,0,1,274,312,461,398,182,412,708,484,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400225,2024-11-13T00:00:00,MEM @ LAL,L,48.0,17.0,16.0,17.0,58.0,15.0,13.0,20.0,36.0,0,0,0,0,39,367,221,255,120,225,317,535,75,1
2024-25,1610612754,IND,Indiana Pacers,0022400217,2024-11-13T00:00:00,IND @ ORL,L,48.0,19.0,12.0,11.0,32.0,17.0,5.0,14.0,40.0,0,0,0,0,39,274,407,504,671,315,21,301,137,1
2024-25,1610612756,PHX,Phoenix Suns,0022400227,2024-11-13T00:00:00,PHX @ SAC,L,48.0,29.0,18.0,13.0,42.0,12.0,14.0,22.0,62.0,0,0,0,0,39,41,147,423,495,104,369,590,638,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400226,2024-11-13T00:00:00,POR vs. MIN,W,48.0,21.0,11.0,14.0,52.0,12.0,17.0,19.0,50.0,0,0,0,0,39,187,468,381,240,104,503,505,376,1
2024-25,1610612753,ORL,Orlando Magic,0022400003,2024-11-12T00:00:00,ORL vs. CHA,W,48.0,22.0,15.0,17.0,38.0,12.0,6.0,8.0,40.0,0,0,0,0,39,164,263,255,587,104,33,83,137,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400007,2024-11-12T00:00:00,DAL @ GSW,L,48.0,20.0,7.0,15.0,56.0,21.0,13.0,25.0,54.0,0,0,0,0,39,224,639,339,152,500,317,653,484,1
2024-25,1610612765,DET,Detroit Pistons,0022400002,2024-11-12T00:00:00,DET vs. MIA,W,53.0,12.0,16.0,20.0,50.0,23.0,5.0,21.0,60.0,0,0,0,0,1,580,221,160,289,560,21,564,604,1
2024-25,1610612738,BOS,Boston Celtics,0022400001,2024-11-12T00:00:00,BOS vs. ATL,L,48.0,12.0,7.0,10.0,32.0,19.0,18.0,14.0,68.0,0,0,0,0,39,580,639,533,671,397,537,301,697,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400003,2024-11-12T00:00:00,CHA @ ORL,L,48.0,12.0,6.0,8.0,40.0,22.0,15.0,17.0,38.0,0,0,0,0,39,580,665,607,541,537,412,433,98,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400008,2024-11-12T00:00:00,POR vs. MIN,W,48.0,25.0,12.0,16.0,42.0,28.0,7.0,23.0,40.0,0,0,0,0,39,96,407,291,495,654,59,614,137,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400008,2024-11-12T00:00:00,MIN @ POR,L,48.0,28.0,7.0,23.0,40.0,25.0,12.0,16.0,42.0,0,0,0,0,39,54,639,88,541,613,256,385,183,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400004,2024-11-12T00:00:00,PHI vs. NYK,L,48.0,15.0,8.0,11.0,30.0,21.0,13.0,12.0,54.0,0,0,0,0,39,456,594,504,688,500,317,220,484,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400001,2024-11-12T00:00:00,ATL @ BOS,W,48.0,19.0,18.0,14.0,68.0,12.0,7.0,10.0,32.0,0,0,0,0,39,274,147,381,19,104,59,146,36,1
2024-25,1610612752,NYK,New York Knicks,0022400004,2024-11-12T00:00:00,NYK @ PHI,W,48.0,21.0,13.0,12.0,54.0,15.0,8.0,11.0,30.0,0,0,0,0,39,187,355,461,195,225,85,191,18,1
2024-25,1610612748,MIA,Miami Heat,0022400002,2024-11-12T00:00:00,MIA @ DET,L,53.0,23.0,5.0,21.0,60.0,12.0,16.0,20.0,50.0,0,0,0,0,1,138,691,134,86,104,461,535,376,1
2024-25,1610612744,GSW,Golden State Warriors,0022400007,2024-11-12T00:00:00,GSW vs. DAL,W,48.0,21.0,13.0,25.0,54.0,20.0,7.0,15.0,56.0,0,0,0,0,39,187,355,63,195,450,59,343,529,1
2024-25,1610612761,TOR,Toronto Raptors,0022400005,2024-11-12T00:00:00,TOR @ MIL,L,48.0,16.0,15.0,16.0,34.0,28.0,21.0,23.0,42.0,0,0,0,0,39,409,263,291,649,654,638,614,183,1
2024-25,1610612756,PHX,Phoenix Suns,0022400006,2024-11-12T00:00:00,PHX @ UTA,W,48.0,16.0,19.0,18.0,34.0,11.0,13.0,13.0,58.0,0,0,0,0,39,409,103,219,649,77,317,263,572,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400005,2024-11-12T00:00:00,MIL vs. TOR,W,48.0,28.0,21.0,23.0,42.0,16.0,15.0,16.0,34.0,0,0,0,0,39,54,64,88,495,268,412,385,53,1
2024-25,1610612762,UTA,Utah Jazz,0022400006,2024-11-12T00:00:00,UTA vs. PHX,L,48.0,11.0,13.0,13.0,58.0,16.0,19.0,18.0,34.0,0,0,0,0,39,620,355,423,120,268,577,469,53,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400214,2024-11-11T00:00:00,NOP vs. BKN,L,48.0,20.0,12.0,25.0,52.0,14.0,17.0,6.0,28.0,0,0,0,0,39,224,407,63,240,182,503,34,10,1
2024-25,1610612746,LAC,LA Clippers,0022400215,2024-11-11T00:00:00,LAC @ OKC,L,48.0,21.0,21.0,10.0,46.0,32.0,17.0,16.0,54.0,0,0,0,0,39,187,64,533,398,700,503,385,484,1
2024-25,1610612764,WAS,Washington Wizards,0022400213,2024-11-11T00:00:00,WAS @ HOU,L,48.0,21.0,11.0,11.0,38.0,20.0,19.0,23.0,60.0,0,0,0,0,39,187,468,504,587,450,577,614,604,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400214,2024-11-11T00:00:00,BKN @ NOP,W,48.0,14.0,17.0,6.0,28.0,20.0,12.0,25.0,52.0,0,0,0,0,39,499,187,669,706,450,256,653,435,1
2024-25,1610612758,SAC,Sacramento Kings,0022400216,2024-11-11T00:00:00,SAC @ SAS,L,48.0,26.0,18.0,14.0,40.0,18.0,18.0,21.0,34.0,0,0,0,0,39,81,147,381,541,357,537,564,53,1
2024-25,1610612741,CHI,Chicago Bulls,0022400212,2024-11-11T00:00:00,CHI vs. CLE,L,48.0,11.0,15.0,18.0,48.0,35.0,13.0,18.0,56.0,0,0,0,0,39,620,263,219,348,715,317,469,529,1
2024-25,1610612745,HOU,Houston Rockets,0022400213,2024-11-11T00:00:00,HOU vs. WAS,W,48.0,20.0,19.0,23.0,60.0,21.0,11.0,11.0,38.0,0,0,0,0,39,224,103,88,86,500,207,191,98,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400215,2024-11-11T00:00:00,OKC vs. LAC,W,48.0,32.0,17.0,16.0,54.0,21.0,21.0,10.0,46.0,0,0,0,0,39,16,187,291,195,500,638,146,280,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400216,2024-11-11T00:00:00,SAS vs. SAC,W,48.0,18.0,18.0,21.0,34.0,26.0,18.0,14.0,40.0,0,0,0,0,39,327,147,134,649,628,537,301,137,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400212,2024-11-11T00:00:00,CLE @ CHI,W,48.0,35.0,13.0,18.0,56.0,11.0,15.0,18.0,48.0,0,0,0,0,39,6,355,219,152,77,412,469,326,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400206,2024-11-10T00:00:00,MIN vs. MIA,L,48.0,20.0,19.0,4.0,42.0,23.0,13.0,26.0,44.0,0,0,0,0,39,224,103,700,495,560,317,661,229,1
2024-25,1610612764,WAS,Washington Wizards,0022400204,2024-11-10T00:00:00,WAS @ ORL,L,48.0,12.0,9.0,7.0,44.0,23.0,22.0,10.0,44.0,0,0,0,0,39,580,555,641,444,560,660,146,229,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400205,2024-11-10T00:00:00,PHI vs. CHA,W,53.0,19.0,6.0,7.0,48.0,10.0,10.0,10.0,40.0,0,0,0,0,1,274,665,641,348,64,169,146,137,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400210,2024-11-10T00:00:00,MEM @ POR,W,48.0,29.0,14.0,19.0,58.0,18.0,17.0,21.0,56.0,0,0,0,0,39,41,312,189,120,357,503,564,529,1
2024-25,1610612752,NYK,New York Knicks,0022400203,2024-11-10T00:00:00,NYK @ IND,L,48.0,11.0,13.0,6.0,64.0,13.0,9.0,19.0,38.0,0,0,0,0,39,620,355,669,43,144,130,505,98,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400207,2024-11-10T00:00:00,OKC vs. GSW,L,48.0,19.0,24.0,15.0,50.0,15.0,24.0,8.0,44.0,0,0,0,0,39,274,30,339,289,225,680,83,229,1
2024-25,1610612756,PHX,Phoenix Suns,0022400209,2024-11-10T00:00:00,PHX vs. SAC,L,53.0,31.0,8.0,12.0,44.0,11.0,9.0,18.0,54.0,0,0,0,0,1,24,594,461,444,77,130,469,484,1
2024-25,1610612745,HOU,Houston Rockets,0022400201,2024-11-10T00:00:00,HOU @ DET,W,48.0,19.0,16.0,10.0,50.0,14.0,17.0,10.0,46.0,0,0,0,0,39,274,221,533,289,182,503,146,280,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400202,2024-11-10T00:00:00,MIL vs. BOS,L,48.0,17.0,14.0,9.0,42.0,12.0,7.0,9.0,26.0,0,0,0,0,39,367,312,578,495,104,59,117,7,1
2024-25,1610612761,TOR,Toronto Raptors,0022400211,2024-11-10T00:00:00,TOR @ LAL,L,48.0,6.0,13.0,15.0,48.0,20.0,15.0,10.0,62.0,0,0,0,0,39,701,355,339,348,450,412,146,638,1
2024-25,1610612753,ORL,Orlando Magic,0022400204,2024-11-10T00:00:00,ORL vs. WAS,W,48.0,23.0,22.0,10.0,44.0,12.0,9.0,7.0,44.0,0,0,0,0,39,138,48,533,444,104,130,55,229,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400208,2024-11-10T00:00:00,DAL @ DEN,L,48.0,12.0,12.0,16.0,62.0,11.0,18.0,17.0,50.0,0,0,0,0,39,580,407,291,62,77,537,433,376,1
2024-25,1610612743,DEN,Denver Nuggets,0022400208,2024-11-10T00:00:00,DEN vs. DAL,W,48.0,11.0,18.0,17.0,50.0,12.0,12.0,16.0,62.0,0,0,0,0,39,620,147,255,289,104,256,385,638,1
2024-25,1610612738,BOS,Boston Celtics,0022400202,2024-11-10T00:00:00,BOS @ MIL,W,48.0,12.0,7.0,9.0,26.0,17.0,14.0,9.0,42.0,0,0,0,0,39,580,639,578,714,315,369,117,183,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400210,2024-11-10T00:00:00,POR vs. MEM,L,48.0,18.0,17.0,21.0,56.0,29.0,14.0,19.0,58.0,0,0,0,0,39,327,187,134,152,670,369,505,572,1
2024-25,1610612758,SAC,Sacramento Kings,0022400209,2024-11-10T00:00:00,SAC @ PHX,W,53.0,11.0,9.0,18.0,54.0,31.0,8.0,12.0,44.0,0,0,0,0,1,620,555,219,195,691,85,220,229,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400211,2024-11-10T00:00:00,LAL vs. TOR,W,48.0,20.0,15.0,10.0,62.0,6.0,13.0,15.0,48.0,0,0,0,0,39,224,263,533,62,15,317,343,326,1
2024-25,1610612754,IND,Indiana Pacers,0022400203,2024-11-10T00:00:00,IND vs. NYK,W,48.0,13.0,9.0,19.0,38.0,11.0,13.0,6.0,64.0,0,0,0,0,39,542,555,189,587,77,317,34,662,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400205,2024-11-10T00:00:00,CHA @ PHI,L,53.0,10.0,10.0,10.0,40.0,19.0,6.0,7.0,48.0,0,0,0,0,1,647,517,533,541,397,33,55,326,1
2024-25,1610612748,MIA,Miami Heat,0022400206,2024-11-10T00:00:00,MIA @ MIN,W,48.0,23.0,13.0,26.0,44.0,20.0,19.0,4.0,42.0,0,0,0,0,39,138,355,47,444,450,577,8,183,1
2024-25,1610612744,GSW,Golden State Warriors,0022400207,2024-11-10T00:00:00,GSW @ OKC,W,48.0,15.0,24.0,8.0,44.0,19.0,24.0,15.0,50.0,0,0,0,0,39,456,30,607,444,397,680,343,376,1
2024-25,1610612765,DET,Detroit Pistons,0022400201,2024-11-10T00:00:00,DET vs. HOU,L,48.0,14.0,17.0,10.0,46.0,19.0,16.0,10.0,50.0,0,0,0,0,39,499,187,533,398,397,461,146,376,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400199,2024-11-09T00:00:00,BKN @ CLE,L,48.0,18.0,11.0,7.0,30.0,26.0,8.0,16.0,56.0,0,0,0,0,39,327,468,641,688,628,85,385,529,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400198,2024-11-09T00:00:00,ATL vs. CHI,L,48.0,18.0,13.0,12.0,64.0,18.0,17.0,23.0,54.0,0,0,0,0,39,327,355,461,43,357,503,614,484,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400199,2024-11-09T00:00:00,CLE vs. BKN,W,48.0,26.0,8.0,16.0,56.0,18.0,11.0,7.0,30.0,0,0,0,0,39,81,594,291,152,357,207,55,18,1
2024-25,1610612761,TOR,Toronto Raptors,0022400200,2024-11-09T00:00:00,TOR @ LAC,L,48.0,21.0,19.0,23.0,52.0,14.0,12.0,27.0,48.0,0,0,0,0,39,187,103,88,240,182,256,677,326,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400197,2024-11-09T00:00:00,SAS vs. UTA,L,48.0,21.0,8.0,19.0,34.0,27.0,15.0,15.0,54.0,0,0,0,0,39,187,594,189,649,643,412,343,484,1
2024-25,1610612741,CHI,Chicago Bulls,0022400198,2024-11-09T00:00:00,CHI @ ATL,W,48.0,18.0,17.0,23.0,54.0,18.0,13.0,12.0,64.0,0,0,0,0,39,327,187,88,195,357,317,220,662,1
2024-25,1610612762,UTA,Utah Jazz,0022400197,2024-11-09T00:00:00,UTA @ SAS,W,48.0,27.0,15.0,15.0,54.0,21.0,8.0,19.0,34.0,0,0,0,0,39,70,263,339,195,500,85,505,53,1
2024-25,1610612746,LAC,LA Clippers,0022400200,2024-11-09T00:00:00,LAC vs. TOR,W,48.0,14.0,12.0,27.0,48.0,21.0,19.0,23.0,52.0,0,0,0,0,39,499,407,35,348,500,577,614,435,1
2024-25,1610612753,ORL,Orlando Magic,0022400186,2024-11-08T00:00:00,ORL vs. NOP,W,48.0,20.0,13.0,26.0,74.0,14.0,11.0,11.0,30.0,0,0,0,0,39,224,355,47,9,182,207,191,18,1
2024-25,1610612758,SAC,Sacramento Kings,0022400196,2024-11-08T00:00:00,SAC vs. LAC,L,48.0,17.0,7.0,10.0,54.0,15.0,18.0,7.0,36.0,0,0,0,0,39,367,639,533,195,225,537,55,75,1
2024-25,1610612764,WAS,Washington Wizards,0022400191,2024-11-08T00:00:00,WAS @ MEM,L,48.0,22.0,15.0,14.0,54.0,22.0,26.0,15.0,60.0,0,0,0,0,39,164,263,381,195,537,702,343,604,1
2024-25,1610612744,GSW,Golden State Warriors,0022400188,2024-11-08T00:00:00,GSW @ CLE,L,48.0,32.0,9.0,19.0,60.0,15.0,14.0,14.0,42.0,0,0,0,0,39,16,555,189,86,225,369,301,183,1
2024-25,1610612765,DET,Detroit Pistons,0022400185,2024-11-08T00:00:00,DET vs. ATL,W,48.0,26.0,19.0,6.0,48.0,28.0,15.0,26.0,54.0,0,0,0,0,39,81,103,669,348,654,412,661,484,1
2024-25,1610612752,NYK,New York Knicks,0022400189,2024-11-08T00:00:00,NYK vs. MIL,W,48.0,21.0,18.0,21.0,46.0,10.0,8.0,8.0,54.0,0,0,0,0,39,187,147,134,398,64,85,83,484,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400184,2024-11-08T00:00:00,CHA vs. IND,W,48.0,18.0,26.0,6.0,38.0,15.0,8.0,18.0,48.0,0,0,0,0,39,327,15,669,587,225,85,469,326,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400190,2024-11-08T00:00:00,DAL vs. PHX,L,48.0,7.0,12.0,22.0,58.0,15.0,14.0,8.0,48.0,0,0,0,0,39,688,407,110,120,225,369,83,326,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400192,2024-11-08T00:00:00,OKC vs. HOU,W,48.0,13.0,9.0,17.0,56.0,7.0,19.0,11.0,48.0,0,0,0,0,39,542,555,255,152,23,577,191,326,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400187,2024-11-08T00:00:00,BKN @ BOS,L,53.0,7.0,16.0,10.0,54.0,20.0,12.0,20.0,50.0,0,0,0,0,1,688,221,533,195,450,256,535,376,1
2024-25,1610612745,HOU,Houston Rockets,0022400192,2024-11-08T00:00:00,HOU @ OKC,L,48.0,7.0,19.0,11.0,48.0,13.0,9.0,17.0,56.0,0,0,0,0,39,688,103,504,348,144,130,433,529,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400193,2024-11-08T00:00:00,MIN vs. POR,W,48.0,24.0,14.0,23.0,48.0,23.0,14.0,15.0,60.0,0,0,0,0,39,111,312,88,348,560,369,343,604,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400185,2024-11-08T00:00:00,ATL @ DET,L,48.0,28.0,15.0,26.0,54.0,26.0,19.0,6.0,48.0,0,0,0,0,39,54,263,47,195,628,577,34,326,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400193,2024-11-08T00:00:00,POR @ MIN,L,48.0,23.0,14.0,15.0,60.0,24.0,14.0,23.0,48.0,0,0,0,0,39,138,312,339,86,586,369,614,326,1
2024-25,1610612754,IND,Indiana Pacers,0022400184,2024-11-08T00:00:00,IND @ CHA,L,48.0,15.0,8.0,18.0,48.0,18.0,26.0,6.0,38.0,0,0,0,0,39,456,594,219,348,357,702,34,98,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400188,2024-11-08T00:00:00,CLE vs. GSW,W,48.0,15.0,14.0,14.0,42.0,32.0,9.0,19.0,60.0,0,0,0,0,39,456,312,381,495,700,130,505,604,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400189,2024-11-08T00:00:00,MIL @ NYK,L,48.0,10.0,8.0,8.0,54.0,21.0,18.0,21.0,46.0,0,0,0,0,39,647,594,607,195,500,537,564,280,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400195,2024-11-08T00:00:00,LAL vs. PHI,W,48.0,11.0,10.0,16.0,54.0,17.0,9.0,19.0,52.0,0,0,0,0,39,620,517,291,195,315,130,505,435,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400195,2024-11-08T00:00:00,PHI @ LAL,L,48.0,17.0,9.0,19.0,52.0,11.0,10.0,16.0,54.0,0,0,0,0,39,367,555,189,240,77,169,385,484,1
2024-25,1610612743,DEN,Denver Nuggets,0022400194,2024-11-08T00:00:00,DEN vs. MIA,W,48.0,23.0,6.0,25.0,58.0,29.0,5.0,26.0,50.0,0,0,0,0,39,138,665,63,120,670,21,661,376,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400186,2024-11-08T00:00:00,NOP @ ORL,L,48.0,14.0,11.0,11.0,30.0,20.0,13.0,26.0,74.0,0,0,0,0,39,499,468,504,688,450,317,661,711,1
2024-25,1610612756,PHX,Phoenix Suns,0022400190,2024-11-08T00:00:00,PHX @ DAL,W,48.0,15.0,14.0,8.0,48.0,7.0,12.0,22.0,58.0,0,0,0,0,39,456,312,607,348,23,256,590,572,1
2024-25,1610612746,LAC,LA Clippers,0022400196,2024-11-08T00:00:00,LAC @ SAC,W,48.0,15.0,18.0,7.0,36.0,17.0,7.0,10.0,54.0,0,0,0,0,39,456,147,641,626,315,59,146,484,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400191,2024-11-08T00:00:00,MEM vs. WAS,W,48.0,22.0,26.0,15.0,60.0,22.0,15.0,14.0,54.0,0,0,0,0,39,164,15,339,86,537,412,301,484,1
2024-25,1610612738,BOS,Boston Celtics,0022400187,2024-11-08T00:00:00,BOS vs. BKN,W,53.0,20.0,12.0,20.0,50.0,7.0,16.0,10.0,54.0,0,0,0,0,1,224,407,160,289,23,461,146,484,1
2024-25,1610612748,MIA,Miami Heat,0022400194,2024-11-08T00:00:00,MIA @ DEN,L,48.0,29.0,5.0,26.0,50.0,23.0,6.0,25.0,58.0,0,0,0,0,39,41,691,47,289,560,33,653,572,1
2024-25,1610612741,CHI,Chicago Bulls,0022400181,2024-11-07T00:00:00,CHI vs. MIN,L,48.0,19.0,14.0,8.0,60.0,20.0,19.0,11.0,66.0,0,0,0,0,39,274,312,607,86,450,577,191,681,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400183,2024-11-07T00:00:00,SAS vs. POR,W,48.0,20.0,8.0,16.0,50.0,17.0,8.0,17.0,54.0,0,0,0,0,39,224,594,291,289,315,85,433,484,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400181,2024-11-07T00:00:00,MIN @ CHI,W,48.0,20.0,19.0,11.0,66.0,19.0,14.0,8.0,60.0,0,0,0,0,39,224,103,504,27,397,369,83,604,1
2024-25,1610612762,UTA,Utah Jazz,0022400182,2024-11-07T00:00:00,UTA @ MIL,L,48.0,17.0,11.0,7.0,26.0,26.0,17.0,39.0,46.0,0,0,0,0,39,367,468,641,714,628,503,721,280,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400182,2024-11-07T00:00:00,MIL vs. UTA,W,48.0,26.0,17.0,39.0,46.0,17.0,11.0,7.0,26.0,0,0,0,0,39,81,187,1,398,315,207,55,7,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400183,2024-11-07T00:00:00,POR @ SAS,L,48.0,17.0,8.0,17.0,54.0,20.0,8.0,16.0,50.0,0,0,0,0,39,367,594,255,195,450,85,385,376,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400179,2024-11-06T00:00:00,PHI @ LAC,L,48.0,14.0,11.0,17.0,54.0,27.0,6.0,15.0,54.0,0,0,0,0,39,499,468,255,195,643,33,343,484,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400171,2024-11-06T00:00:00,ATL vs. NYK,W,48.0,15.0,27.0,13.0,58.0,16.0,13.0,18.0,36.0,0,0,0,0,39,456,9,423,120,268,317,469,75,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400174,2024-11-06T00:00:00,MEM vs. LAL,W,48.0,7.0,15.0,27.0,60.0,22.0,6.0,19.0,44.0,0,0,0,0,39,688,263,35,86,537,33,505,229,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400175,2024-11-06T00:00:00,NOP vs. CLE,L,48.0,19.0,13.0,14.0,50.0,13.0,15.0,26.0,64.0,0,0,0,0,39,274,355,381,289,144,412,661,662,1
2024-25,1610612756,PHX,Phoenix Suns,0022400178,2024-11-06T00:00:00,PHX vs. MIA,W,48.0,8.0,12.0,20.0,36.0,20.0,14.0,15.0,44.0,0,0,0,0,39,676,407,160,626,450,369,343,229,1
2024-25,1610612744,GSW,Golden State Warriors,0022400172,2024-11-06T00:00:00,GSW @ BOS,W,48.0,16.0,16.0,17.0,52.0,7.0,20.0,8.0,36.0,0,0,0,0,39,409,221,255,240,23,621,83,75,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400169,2024-11-06T00:00:00,CHA vs. DET,W,48.0,9.0,17.0,12.0,44.0,5.0,12.0,22.0,64.0,0,0,0,0,39,660,187,461,444,10,256,590,662,1
2024-25,1610612753,ORL,Orlando Magic,0022400170,2024-11-06T00:00:00,ORL @ IND,L,48.0,17.0,18.0,12.0,70.0,13.0,3.0,12.0,42.0,0,0,0,0,39,367,147,461,14,144,7,220,183,1
2024-25,1610612765,DET,Detroit Pistons,0022400169,2024-11-06T00:00:00,DET @ CHA,L,48.0,5.0,12.0,22.0,64.0,9.0,17.0,12.0,44.0,0,0,0,0,39,709,407,110,43,48,503,220,229,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400173,2024-11-06T00:00:00,SAS @ HOU,L,48.0,7.0,8.0,8.0,46.0,20.0,10.0,17.0,66.0,0,0,0,0,39,688,594,607,398,450,169,433,681,1
2024-25,1610612743,DEN,Denver Nuggets,0022400177,2024-11-06T00:00:00,DEN vs. OKC,W,48.0,16.0,15.0,21.0,50.0,23.0,18.0,29.0,50.0,0,0,0,0,39,409,263,134,289,560,537,699,376,1
2024-25,1610612746,LAC,LA Clippers,0022400179,2024-11-06T00:00:00,LAC vs. PHI,W,48.0,27.0,6.0,15.0,54.0,14.0,11.0,17.0,54.0,0,0,0,0,39,70,665,339,195,182,207,433,484,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400177,2024-11-06T00:00:00,OKC @ DEN,L,48.0,23.0,18.0,29.0,50.0,16.0,15.0,21.0,50.0,0,0,0,0,39,138,147,18,289,268,412,564,376,1
2024-25,1610612741,CHI,Chicago Bulls,0022400176,2024-11-06T00:00:00,CHI @ DAL,L,48.0,13.0,12.0,20.0,48.0,28.0,12.0,21.0,60.0,0,0,0,0,39,542,407,160,348,654,256,564,604,1
2024-25,1610612748,MIA,Miami Heat,0022400178,2024-11-06T00:00:00,MIA @ PHX,L,48.0,20.0,14.0,15.0,44.0,8.0,12.0,20.0,36.0,0,0,0,0,39,224,312,339,444,36,256,535,75,1
2024-25,1610612754,IND,Indiana Pacers,0022400170,2024-11-06T00:00:00,IND vs. ORL,W,48.0,13.0,3.0,12.0,42.0,17.0,18.0,12.0,70.0,0,0,0,0,39,542,713,461,495,315,537,220,705,1
