SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,AVAILABLE_FLAG
2024-25,1610612744,GSW,Golden State Warriors,0022400116,2024-10-29T00:00:00,GSW vs. NOP,W,48.0,34.0,13.0,22.0,46.0,5.0,11.0,6.0,52.0,0,0,0,0,39,9,355,110,398,10,207,34,435,1
2024-25,1610612762,UTA,Utah Jazz,0022400115,2024-10-29T00:00:00,UTA vs. SAC,L,48.0,13.0,12.0,10.0,38.0,24.0,24.0,10.0,58.0,0,0,0,0,39,542,407,533,587,586,680,146,572,1
2024-25,1610612743,DEN,Denver Nuggets,0022400113,2024-10-29T00:00:00,DEN @ BKN,W,53.0,11.0,16.0,14.0,56.0,3.0,12.0,9.0,54.0,0,0,0,0,1,620,221,381,152,2,256,117,484,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400113,2024-10-29T00:00:00,BKN vs. DEN,L,53.0,3.0,12.0,9.0,54.0,11.0,16.0,14.0,56.0,0,0,0,0,1,721,407,578,195,77,461,301,529,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400111,2024-10-28T00:00:00,LAL @ PHX,L,48.0,13.0,19.0,8.0,42.0,20.0,9.0,21.0,42.0,0,0,0,0,39,542,103,607,495,450,130,564,183,1
2024-25,1610612743,DEN,Denver Nuggets,0022400107,2024-10-28T00:00:00,DEN @ TOR,W,53.0,20.0,20.0,18.0,68.0,22.0,22.0,20.0,74.0,0,0,0,0,1,224,86,219,19,537,660,535,711,1
2024-25,1610612741,CHI,Chicago Bulls,0022400108,2024-10-28T00:00:00,CHI @ MEM,W,48.0,20.0,11.0,11.0,36.0,8.0,18.0,23.0,70.0,0,0,0,0,39,224,468,504,626,36,537,614,705,1
2024-25,1610612761,TOR,Toronto Raptors,0022400107,2024-10-28T00:00:00,TOR vs. DEN,L,53.0,22.0,22.0,20.0,74.0,20.0,20.0,18.0,68.0,0,0,0,0,1,164,48,160,9,450,621,469,697,1
2024-25,1610612758,SAC,Sacramento Kings,0022400112,2024-10-28T00:00:00,SAC vs. POR,W,48.0,18.0,15.0,11.0,28.0,20.0,19.0,4.0,52.0,0,0,0,0,39,327,263,504,706,450,577,8,435,1
2024-25,1610612756,PHX,Phoenix Suns,0022400111,2024-10-28T00:00:00,PHX vs. LAL,W,48.0,20.0,9.0,21.0,42.0,13.0,19.0,8.0,42.0,0,0,0,0,39,224,555,134,495,144,577,83,183,1
2024-25,1610612752,NYK,New York Knicks,0022400106,2024-10-28T00:00:00,NYK vs. CLE,L,48.0,13.0,20.0,10.0,54.0,14.0,10.0,17.0,52.0,0,0,0,0,39,542,86,533,195,182,169,433,435,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400112,2024-10-28T00:00:00,POR @ SAC,L,48.0,20.0,19.0,4.0,52.0,18.0,15.0,11.0,28.0,0,0,0,0,39,224,103,700,240,357,412,191,10,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400108,2024-10-28T00:00:00,MEM vs. CHI,L,48.0,8.0,18.0,23.0,70.0,20.0,11.0,11.0,36.0,0,0,0,0,39,676,147,88,14,450,207,191,75,1
2024-25,1610612745,HOU,Houston Rockets,0022400109,2024-10-28T00:00:00,HOU @ SAS,W,48.0,21.0,18.0,10.0,30.0,19.0,16.0,4.0,54.0,0,0,0,0,39,187,147,533,688,397,461,8,484,1
2024-25,1610612764,WAS,Washington Wizards,0022400103,2024-10-28T00:00:00,WAS @ ATL,W,48.0,16.0,8.0,17.0,32.0,22.0,7.0,22.0,44.0,0,0,0,0,39,409,594,255,671,537,59,590,229,1
2024-25,1610612748,MIA,Miami Heat,0022400105,2024-10-28T00:00:00,MIA vs. DET,W,48.0,21.0,7.0,18.0,42.0,13.0,20.0,17.0,36.0,0,0,0,0,39,187,639,219,495,144,621,433,75,1
2024-25,1610612765,DET,Detroit Pistons,0022400105,2024-10-28T00:00:00,DET @ MIA,L,48.0,13.0,20.0,17.0,36.0,21.0,7.0,18.0,42.0,0,0,0,0,39,542,86,255,626,500,59,469,183,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400106,2024-10-28T00:00:00,CLE @ NYK,W,48.0,14.0,10.0,17.0,52.0,13.0,20.0,10.0,54.0,0,0,0,0,39,499,517,255,240,144,621,146,484,1
2024-25,1610612753,ORL,Orlando Magic,0022400102,2024-10-28T00:00:00,ORL vs. IND,W,48.0,10.0,12.0,7.0,40.0,17.0,10.0,8.0,48.0,0,0,0,0,39,647,407,641,541,315,169,83,326,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400109,2024-10-28T00:00:00,SAS vs. HOU,L,48.0,19.0,16.0,4.0,54.0,21.0,18.0,10.0,30.0,0,0,0,0,39,274,221,700,195,500,537,146,18,1
2024-25,1610612738,BOS,Boston Celtics,0022400104,2024-10-28T00:00:00,BOS vs. MIL,W,48.0,20.0,8.0,26.0,40.0,19.0,10.0,10.0,44.0,0,0,0,0,39,224,594,47,541,397,169,146,229,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400104,2024-10-28T00:00:00,MIL @ BOS,L,48.0,19.0,10.0,10.0,44.0,20.0,8.0,26.0,40.0,0,0,0,0,39,274,517,533,444,450,85,661,137,1
2024-25,1610612762,UTA,Utah Jazz,0022400110,2024-10-28T00:00:00,UTA @ DAL,L,48.0,20.0,18.0,23.0,46.0,9.0,29.0,20.0,60.0,0,0,0,0,39,224,147,88,398,48,716,535,604,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400103,2024-10-28T00:00:00,ATL vs. WAS,L,48.0,22.0,7.0,22.0,44.0,16.0,8.0,17.0,32.0,0,0,0,0,39,164,639,110,444,268,85,433,36,1
2024-25,1610612754,IND,Indiana Pacers,0022400102,2024-10-28T00:00:00,IND @ ORL,L,48.0,17.0,10.0,8.0,48.0,10.0,12.0,7.0,40.0,0,0,0,0,39,367,517,607,348,64,256,55,137,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400110,2024-10-28T00:00:00,DAL vs. UTA,W,48.0,9.0,29.0,20.0,60.0,20.0,18.0,23.0,46.0,0,0,0,0,39,660,5,160,86,450,537,614,280,1
2024-25,1610612746,LAC,LA Clippers,0022400101,2024-10-27T00:00:00,LAC @ GSW,W,48.0,21.0,21.0,12.0,60.0,20.0,15.0,19.0,38.0,0,0,0,0,39,187,64,461,86,450,412,505,98,1
2024-25,1610612744,GSW,Golden State Warriors,0022400101,2024-10-27T00:00:00,GSW vs. LAC,L,48.0,20.0,15.0,19.0,38.0,21.0,21.0,12.0,60.0,0,0,0,0,39,224,263,189,587,500,638,220,604,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400099,2024-10-27T00:00:00,POR vs. NOP,W,48.0,21.0,25.0,19.0,54.0,24.0,25.0,13.0,46.0,0,0,0,0,39,187,22,189,195,586,694,263,280,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400099,2024-10-27T00:00:00,NOP @ POR,L,48.0,24.0,25.0,13.0,46.0,21.0,25.0,19.0,54.0,0,0,0,0,39,111,22,423,398,500,694,505,484,1
2024-25,1610612754,IND,Indiana Pacers,0022400097,2024-10-27T00:00:00,IND vs. PHI,L,53.0,19.0,11.0,10.0,46.0,31.0,25.0,16.0,58.0,0,0,0,0,1,274,468,533,398,691,694,385,572,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400098,2024-10-27T00:00:00,MIL @ BKN,L,48.0,13.0,7.0,7.0,34.0,21.0,21.0,13.0,38.0,0,0,0,0,39,542,639,641,649,500,638,263,98,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400098,2024-10-27T00:00:00,BKN vs. MIL,W,48.0,21.0,21.0,13.0,38.0,13.0,7.0,7.0,34.0,0,0,0,0,39,187,64,423,587,144,59,55,53,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400100,2024-10-27T00:00:00,OKC vs. ATL,W,48.0,28.0,17.0,7.0,52.0,15.0,30.0,9.0,50.0,0,0,0,0,39,54,187,641,240,225,719,117,376,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400100,2024-10-27T00:00:00,ATL @ OKC,L,48.0,15.0,30.0,9.0,50.0,28.0,17.0,7.0,52.0,0,0,0,0,39,456,2,578,289,654,503,55,435,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400097,2024-10-27T00:00:00,PHI @ IND,W,53.0,31.0,25.0,16.0,58.0,19.0,11.0,10.0,46.0,0,0,0,0,1,24,22,291,120,397,207,146,280,1
2024-25,1610612748,MIA,Miami Heat,0022400088,2024-10-26T00:00:00,MIA @ CHA,W,48.0,24.0,8.0,18.0,46.0,11.0,20.0,13.0,46.0,0,0,0,0,39,111,594,219,398,77,621,263,280,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400091,2024-10-26T00:00:00,OKC @ CHI,W,48.0,21.0,15.0,16.0,64.0,10.0,11.0,20.0,30.0,0,0,0,0,39,187,263,291,43,64,207,535,18,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400090,2024-10-26T00:00:00,CLE @ WAS,W,48.0,19.0,16.0,23.0,50.0,15.0,19.0,12.0,40.0,0,0,0,0,39,274,221,88,289,225,577,220,137,2
2024-25,1610612741,CHI,Chicago Bulls,0022400091,2024-10-26T00:00:00,CHI vs. OKC,L,48.0,10.0,11.0,20.0,30.0,21.0,15.0,16.0,64.0,0,0,0,0,39,647,468,160,688,500,412,385,662,1
2024-25,1610612743,DEN,Denver Nuggets,0022400087,2024-10-26T00:00:00,DEN vs. LAC,L,48.0,23.0,13.0,9.0,34.0,12.0,13.0,9.0,52.0,0,0,0,0,39,138,355,578,649,104,317,117,435,1
2024-25,1610612758,SAC,Sacramento Kings,0022400096,2024-10-26T00:00:00,SAC @ LAL,L,48.0,25.0,13.0,31.0,58.0,14.0,15.0,16.0,60.0,0,0,0,0,39,96,355,13,120,182,412,385,604,1
2024-25,1610612765,DET,Detroit Pistons,0022400089,2024-10-26T00:00:00,DET vs. BOS,L,48.0,11.0,16.0,21.0,56.0,15.0,19.0,5.0,28.0,0,0,0,0,39,620,221,134,152,225,577,24,10,1
2024-25,1610612745,HOU,Houston Rockets,0022400094,2024-10-26T00:00:00,HOU @ SAS,L,48.0,17.0,15.0,13.0,42.0,11.0,11.0,9.0,54.0,0,0,0,0,39,367,263,423,495,77,207,117,484,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400092,2024-10-26T00:00:00,MEM vs. ORL,W,48.0,30.0,17.0,24.0,62.0,17.0,21.0,8.0,34.0,0,0,0,0,39,33,187,71,62,315,638,83,53,1
2024-25,1610612753,ORL,Orlando Magic,0022400092,2024-10-26T00:00:00,ORL @ MEM,L,48.0,17.0,21.0,8.0,34.0,30.0,17.0,24.0,62.0,0,0,0,0,39,367,64,607,649,683,503,636,638,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400094,2024-10-26T00:00:00,SAS vs. HOU,W,48.0,11.0,11.0,9.0,54.0,17.0,15.0,13.0,42.0,0,0,0,0,39,620,468,578,195,315,412,263,183,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400088,2024-10-26T00:00:00,CHA vs. MIA,L,48.0,11.0,20.0,13.0,46.0,24.0,8.0,18.0,46.0,0,0,0,0,39,620,86,423,398,586,85,469,280,1
2024-25,1610612761,TOR,Toronto Raptors,0022400093,2024-10-26T00:00:00,TOR @ MIN,L,48.0,20.0,14.0,24.0,56.0,27.0,13.0,21.0,48.0,0,0,0,0,39,224,312,71,152,643,317,564,326,1
2024-25,1610612738,BOS,Boston Celtics,0022400089,2024-10-26T00:00:00,BOS @ DET,W,48.0,15.0,19.0,5.0,28.0,11.0,16.0,21.0,56.0,0,0,0,0,39,456,103,690,706,77,461,564,529,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400095,2024-10-26T00:00:00,DAL @ PHX,L,48.0,11.0,9.0,4.0,38.0,7.0,10.0,18.0,34.0,0,0,0,0,39,620,555,700,587,23,169,469,53,1
2024-25,1610612764,WAS,Washington Wizards,0022400090,2024-10-26T00:00:00,WAS vs. CLE,L,48.0,15.0,19.0,12.0,40.0,19.0,16.0,23.0,50.0,0,0,0,0,39,456,103,461,541,397,461,614,376,2
2024-25,1610612747,LAL,Los Angeles Lakers,0022400096,2024-10-26T00:00:00,LAL vs. SAC,W,48.0,14.0,15.0,16.0,60.0,25.0,13.0,31.0,58.0,0,0,0,0,39,499,263,291,86,613,317,708,572,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400093,2024-10-26T00:00:00,MIN vs. TOR,W,48.0,27.0,13.0,21.0,48.0,20.0,14.0,24.0,56.0,0,0,0,0,39,70,355,134,348,450,369,636,529,1
2024-25,1610612746,LAC,LA Clippers,0022400087,2024-10-26T00:00:00,LAC @ DEN,W,48.0,12.0,13.0,9.0,52.0,23.0,13.0,9.0,34.0,0,0,0,0,39,580,355,578,240,560,317,117,53,1
2024-25,1610612756,PHX,Phoenix Suns,0022400095,2024-10-26T00:00:00,PHX vs. DAL,W,48.0,7.0,10.0,18.0,34.0,11.0,9.0,4.0,38.0,0,0,0,0,39,688,517,219,649,77,130,8,98,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400082,2024-10-25T00:00:00,MEM @ HOU,L,48.0,13.0,17.0,7.0,48.0,29.0,27.0,19.0,48.0,0,0,0,0,39,542,187,641,348,670,709,505,326,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400078,2024-10-25T00:00:00,PHI @ TOR,L,48.0,28.0,14.0,7.0,30.0,19.0,22.0,18.0,56.0,0,0,0,0,39,54,312,641,688,397,660,469,529,1
2024-25,1610612756,PHX,Phoenix Suns,0022400085,2024-10-25T00:00:00,PHX @ LAL,L,48.0,19.0,10.0,21.0,46.0,26.0,4.0,28.0,50.0,0,0,0,0,39,274,517,134,398,628,11,689,376,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400083,2024-10-25T00:00:00,MIL vs. CHI,L,48.0,14.0,18.0,12.0,44.0,24.0,13.0,17.0,28.0,0,0,0,0,39,499,147,461,444,586,317,433,10,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400079,2024-10-25T00:00:00,CHA @ ATL,L,48.0,19.0,24.0,7.0,32.0,18.0,9.0,21.0,42.0,0,0,0,0,39,274,30,641,671,357,130,564,183,1
2024-25,1610612752,NYK,New York Knicks,0022400081,2024-10-25T00:00:00,NYK vs. IND,W,48.0,29.0,11.0,14.0,54.0,13.0,10.0,13.0,70.0,0,0,0,0,39,41,468,381,195,144,169,263,705,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400085,2024-10-25T00:00:00,LAL vs. PHX,W,48.0,26.0,4.0,28.0,50.0,19.0,10.0,21.0,46.0,0,0,0,0,39,81,703,25,289,397,169,564,280,1
2024-25,1610612762,UTA,Utah Jazz,0022400084,2024-10-25T00:00:00,UTA vs. GSW,L,48.0,13.0,19.0,0.0,34.0,29.0,29.0,13.0,54.0,0,0,0,0,39,542,103,722,649,670,716,263,484,1
2024-25,1610612765,DET,Detroit Pistons,0022400080,2024-10-25T00:00:00,DET @ CLE,L,48.0,25.0,8.0,14.0,34.0,32.0,6.0,15.0,44.0,0,0,0,0,39,96,594,381,649,700,33,343,229,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400086,2024-10-25T00:00:00,NOP @ POR,W,48.0,21.0,20.0,15.0,30.0,9.0,17.0,12.0,42.0,0,0,0,0,39,187,86,339,688,48,503,220,183,1
2024-25,1610612754,IND,Indiana Pacers,0022400081,2024-10-25T00:00:00,IND @ NYK,L,48.0,13.0,10.0,13.0,70.0,29.0,11.0,14.0,54.0,0,0,0,0,39,542,517,423,14,670,207,301,484,1
2024-25,1610612744,GSW,Golden State Warriors,0022400084,2024-10-25T00:00:00,GSW @ UTA,W,48.0,29.0,29.0,13.0,54.0,13.0,19.0,0.0,34.0,0,0,0,0,39,41,5,423,195,144,577,1,53,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400079,2024-10-25T00:00:00,ATL vs. CHA,W,48.0,18.0,9.0,21.0,42.0,19.0,24.0,7.0,32.0,0,0,0,0,39,327,555,134,495,397,680,55,36,1
2024-25,1610612745,HOU,Houston Rockets,0022400082,2024-10-25T00:00:00,HOU vs. MEM,W,48.0,29.0,27.0,19.0,48.0,13.0,17.0,7.0,48.0,0,0,0,0,39,41,9,189,348,144,503,55,326,1
2024-25,1610612761,TOR,Toronto Raptors,0022400078,2024-10-25T00:00:00,TOR vs. PHI,W,48.0,19.0,22.0,18.0,56.0,28.0,14.0,7.0,30.0,0,0,0,0,39,274,48,219,152,654,369,55,18,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400080,2024-10-25T00:00:00,CLE vs. DET,W,48.0,32.0,6.0,15.0,44.0,25.0,8.0,14.0,34.0,0,0,0,0,39,16,665,339,444,613,85,301,53,1
2024-25,1610612753,ORL,Orlando Magic,0022400077,2024-10-25T00:00:00,ORL vs. BKN,W,48.0,25.0,9.0,10.0,44.0,15.0,9.0,5.0,34.0,0,0,0,0,39,96,555,533,444,225,130,24,53,1
2024-25,1610612741,CHI,Chicago Bulls,0022400083,2024-10-25T00:00:00,CHI @ MIL,W,48.0,24.0,13.0,17.0,28.0,14.0,18.0,12.0,44.0,0,0,0,0,39,111,355,255,706,182,537,220,229,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400086,2024-10-25T00:00:00,POR vs. NOP,L,48.0,9.0,17.0,12.0,42.0,21.0,20.0,15.0,30.0,0,0,0,0,39,660,187,461,495,500,621,343,18,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400077,2024-10-25T00:00:00,BKN @ ORL,L,48.0,15.0,9.0,5.0,34.0,25.0,9.0,10.0,44.0,0,0,0,0,39,456,555,690,649,613,130,146,229,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400076,2024-10-24T00:00:00,MIN @ SAC,W,48.0,11.0,7.0,4.0,32.0,24.0,7.0,16.0,40.0,0,0,0,0,39,620,639,700,671,586,59,385,137,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400074,2024-10-24T00:00:00,SAS @ DAL,L,48.0,9.0,10.0,13.0,44.0,19.0,24.0,23.0,38.0,0,0,0,0,39,660,517,423,444,397,680,614,98,2
2024-25,1610612742,DAL,Dallas Mavericks,0022400074,2024-10-24T00:00:00,DAL vs. SAS,W,48.0,19.0,24.0,23.0,38.0,9.0,10.0,13.0,44.0,0,0,0,0,39,274,30,88,587,48,169,263,229,2
2024-25,1610612738,BOS,Boston Celtics,0022400073,2024-10-24T00:00:00,BOS @ WAS,W,48.0,26.0,19.0,22.0,46.0,14.0,10.0,27.0,66.0,0,0,0,0,39,81,103,110,398,182,169,677,681,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400075,2024-10-24T00:00:00,OKC @ DEN,W,48.0,11.0,14.0,19.0,62.0,12.0,12.0,12.0,52.0,0,0,0,0,39,620,312,189,62,104,256,220,435,1
2024-25,1610612758,SAC,Sacramento Kings,0022400076,2024-10-24T00:00:00,SAC vs. MIN,L,48.0,24.0,7.0,16.0,40.0,11.0,7.0,4.0,32.0,0,0,0,0,39,111,639,291,541,77,59,8,36,1
2024-25,1610612764,WAS,Washington Wizards,0022400073,2024-10-24T00:00:00,WAS vs. BOS,L,48.0,14.0,10.0,27.0,66.0,26.0,19.0,22.0,46.0,0,0,0,0,39,499,517,35,27,628,577,590,280,1
2024-25,1610612743,DEN,Denver Nuggets,0022400075,2024-10-24T00:00:00,DEN vs. OKC,L,48.0,12.0,12.0,12.0,52.0,11.0,14.0,19.0,62.0,0,0,0,0,39,580,407,461,240,77,369,505,638,1
2024-25,1610612745,HOU,Houston Rockets,0022400068,2024-10-23T00:00:00,HOU vs. CHA,L,48.0,26.0,21.0,13.0,46.0,8.0,26.0,8.0,42.0,0,0,0,0,39,81,64,423,398,36,702,83,183,1
2024-25,1610612746,LAC,LA Clippers,0022400071,2024-10-23T00:00:00,LAC vs. PHX,L,53.0,16.0,13.0,16.0,62.0,23.0,8.0,15.0,42.0,0,0,0,0,1,409,355,291,62,560,85,343,183,1
2024-25,1610612765,DET,Detroit Pistons,0022400063,2024-10-23T00:00:00,DET vs. IND,L,48.0,14.0,17.0,10.0,50.0,12.0,12.0,15.0,52.0,0,0,0,0,39,499,187,533,289,104,256,343,435,1
2024-25,1610612754,IND,Indiana Pacers,0022400063,2024-10-23T00:00:00,IND @ DET,W,48.0,12.0,12.0,15.0,52.0,14.0,17.0,10.0,50.0,0,0,0,0,39,580,407,339,240,182,503,146,376,1
2024-25,1610612753,ORL,Orlando Magic,0022400065,2024-10-23T00:00:00,ORL @ MIA,W,48.0,13.0,25.0,19.0,44.0,19.0,9.0,18.0,40.0,0,0,0,0,39,542,22,189,444,397,130,469,137,1
2024-25,1610612761,TOR,Toronto Raptors,0022400067,2024-10-23T00:00:00,TOR vs. CLE,L,48.0,16.0,22.0,13.0,38.0,30.0,12.0,16.0,68.0,0,0,0,0,39,409,48,423,587,683,256,385,697,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400066,2024-10-23T00:00:00,PHI vs. MIL,L,48.0,18.0,17.0,6.0,56.0,15.0,14.0,8.0,50.0,0,0,0,0,39,327,187,669,152,225,369,83,376,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400067,2024-10-23T00:00:00,CLE @ TOR,W,48.0,30.0,12.0,16.0,68.0,16.0,22.0,13.0,38.0,0,0,0,0,39,33,407,291,19,268,660,263,98,1
2024-25,1610612762,UTA,Utah Jazz,0022400070,2024-10-23T00:00:00,UTA vs. MEM,L,48.0,13.0,17.0,11.0,56.0,24.0,16.0,16.0,46.0,0,0,0,0,39,542,187,504,152,586,461,385,280,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400068,2024-10-23T00:00:00,CHA @ HOU,W,48.0,8.0,26.0,8.0,42.0,26.0,21.0,13.0,46.0,0,0,0,0,39,676,15,607,495,628,638,263,280,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400072,2024-10-23T00:00:00,POR vs. GSW,L,48.0,13.0,12.0,5.0,48.0,22.0,22.0,32.0,56.0,0,0,0,0,39,542,407,690,348,537,660,711,529,1
2024-25,1610612748,MIA,Miami Heat,0022400065,2024-10-23T00:00:00,MIA vs. ORL,L,48.0,19.0,9.0,18.0,40.0,13.0,25.0,19.0,44.0,0,0,0,0,39,274,555,219,541,144,694,505,229,1
2024-25,1610612744,GSW,Golden State Warriors,0022400072,2024-10-23T00:00:00,GSW @ POR,W,48.0,22.0,22.0,32.0,56.0,13.0,12.0,5.0,48.0,0,0,0,0,39,164,48,9,152,144,256,24,326,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400064,2024-10-23T00:00:00,ATL vs. BKN,W,48.0,17.0,19.0,15.0,54.0,20.0,17.0,14.0,40.0,0,0,0,0,39,367,103,339,195,450,503,301,137,1
2024-25,1610612741,CHI,Chicago Bulls,0022400069,2024-10-23T00:00:00,CHI @ NOP,L,48.0,8.0,18.0,15.0,60.0,30.0,13.0,29.0,56.0,0,0,0,0,39,676,147,339,86,683,317,699,529,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400064,2024-10-23T00:00:00,BKN @ ATL,L,48.0,20.0,17.0,14.0,40.0,17.0,19.0,15.0,54.0,0,0,0,0,39,224,187,381,541,315,577,343,484,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400069,2024-10-23T00:00:00,NOP vs. CHI,W,48.0,30.0,13.0,29.0,56.0,8.0,18.0,15.0,60.0,0,0,0,0,39,33,355,18,152,36,537,343,604,1
2024-25,1610612756,PHX,Phoenix Suns,0022400071,2024-10-23T00:00:00,PHX @ LAC,W,53.0,23.0,8.0,15.0,42.0,16.0,13.0,16.0,62.0,0,0,0,0,1,138,594,339,495,268,317,385,638,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400066,2024-10-23T00:00:00,MIL @ PHI,W,48.0,15.0,14.0,8.0,50.0,18.0,17.0,6.0,56.0,0,0,0,0,39,456,312,607,289,357,503,34,529,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400070,2024-10-23T00:00:00,MEM @ UTA,W,48.0,24.0,16.0,16.0,46.0,13.0,17.0,11.0,56.0,0,0,0,0,39,111,221,291,398,144,503,191,529,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400062,2024-10-22T00:00:00,LAL vs. MIN,W,48.0,19.0,19.0,17.0,72.0,6.0,31.0,7.0,40.0,0,0,0,0,39,274,103,255,13,15,722,55,137,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400062,2024-10-22T00:00:00,MIN @ LAL,L,48.0,6.0,31.0,7.0,40.0,19.0,19.0,17.0,72.0,0,0,0,0,39,701,1,641,541,397,577,433,710,1
2024-25,1610612752,NYK,New York Knicks,0022400061,2024-10-22T00:00:00,NYK @ BOS,L,48.0,2.0,13.0,4.0,42.0,19.0,16.0,11.0,30.0,0,0,0,0,39,722,355,700,495,397,461,191,18,1
2024-25,1610612738,BOS,Boston Celtics,0022400061,2024-10-22T00:00:00,BOS vs. NYK,W,48.0,19.0,16.0,11.0,30.0,2.0,13.0,4.0,42.0,0,0,0,0,39,274,221,504,688,1,317,8,183,1
