SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,AVAILABLE_FLAG
2024-25,1610612749,MIL,Milwaukee Bucks,0022400083,2024-10-25T00:00:00,MIL vs. CHI,L,48.0,0.565,0.269,0.14,0.24,0.589,0.24,0.092,0.22,0,0,0,0,15,58,94,84,142,150,75,174,35,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400079,2024-10-25T00:00:00,CHA @ ATL,L,48.0,0.495,0.323,0.175,0.433,0.568,0.469,0.133,0.267,0,0,0,0,15,139,55,141,5,136,179,120,65,1
2024-25,1610612741,CHI,Chicago Bulls,0022400083,2024-10-25T00:00:00,CHI @ MIL,W,48.0,0.589,0.24,0.092,0.22,0.565,0.269,0.14,0.24,0,0,0,0,15,37,112,13,151,129,93,103,45,1
2024-25,1610612753,ORL,Orlando Magic,0022400077,2024-10-25T00:00:00,ORL vs. BKN,W,48.0,0.62,0.44,0.133,0.175,0.506,0.253,0.192,0.255,0,0,0,0,15,18,13,66,180,59,86,23,55,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400080,2024-10-25T00:00:00,CLE vs. DET,W,48.0,0.591,0.28,0.131,0.182,0.549,0.21,0.22,0.261,0,0,0,0,15,35,84,62,177,116,47,9,59,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400086,2024-10-25T00:00:00,POR vs. NOP,L,48.0,0.483,0.222,0.196,0.309,0.488,0.36,0.137,0.259,0,0,0,0,15,148,133,168,81,43,157,108,58,1
2024-25,1610612764,WAS,Washington Wizards,0022400073,2024-10-24T00:00:00,WAS vs. BOS,L,48.0,0.468,0.189,0.146,0.286,0.561,0.3,0.135,0.3,0,0,0,0,15,161,156,94,105,127,117,117,94,1
2024-25,1610612743,DEN,Denver Nuggets,0022400075,2024-10-24T00:00:00,DEN vs. OKC,L,48.0,0.393,0.143,0.162,0.391,0.465,0.119,0.122,0.317,0,0,0,0,15,184,170,118,19,21,10,139,116,1
2024-25,1610612758,SAC,Sacramento Kings,0022400076,2024-10-24T00:00:00,SAC vs. MIN,L,48.0,0.53,0.427,0.088,0.191,0.593,0.198,0.168,0.17,0,0,0,0,15,100,17,12,170,154,38,55,5,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400074,2024-10-24T00:00:00,SAS @ DAL,L,48.0,0.523,0.279,0.181,0.286,0.505,0.225,0.096,0.302,0,0,0,0,15,106,85,151,105,56,57,171,96,2
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400076,2024-10-24T00:00:00,MIN @ SAC,W,48.0,0.593,0.198,0.168,0.17,0.53,0.427,0.088,0.191,0,0,0,0,15,33,149,132,182,87,170,175,16,1
2024-25,1610612738,BOS,Boston Celtics,0022400073,2024-10-24T00:00:00,BOS @ WAS,W,48.0,0.561,0.3,0.135,0.3,0.468,0.189,0.146,0.286,0,0,0,0,15,60,70,69,92,25,31,92,81,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400074,2024-10-24T00:00:00,DAL vs. SAS,W,48.0,0.505,0.225,0.096,0.302,0.523,0.279,0.181,0.286,0,0,0,0,15,131,130,15,90,81,101,35,81,2
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400075,2024-10-24T00:00:00,OKC @ DEN,W,48.0,0.465,0.119,0.122,0.317,0.393,0.143,0.162,0.391,0,0,0,0,15,166,177,47,70,3,17,69,167,1
2024-25,1610612746,LAC,LA Clippers,0022400071,2024-10-23T00:00:00,LAC vs. PHX,L,53.0,0.5,0.326,0.195,0.293,0.583,0.436,0.195,0.136,0,0,0,0,1,132,51,166,100,147,172,20,3,1
2024-25,1610612753,ORL,Orlando Magic,0022400065,2024-10-23T00:00:00,ORL @ MIA,W,48.0,0.521,0.229,0.143,0.39,0.457,0.354,0.113,0.192,0,0,0,0,15,113,125,89,22,16,152,151,18,1
2024-25,1610612745,HOU,Houston Rockets,0022400068,2024-10-23T00:00:00,HOU vs. CHA,L,48.0,0.432,0.194,0.083,0.373,0.535,0.282,0.177,0.4,0,0,0,0,15,179,151,7,33,92,106,40,176,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400066,2024-10-23T00:00:00,PHI vs. MIL,L,48.0,0.459,0.276,0.1,0.356,0.638,0.388,0.137,0.22,0,0,0,0,15,169,89,21,43,182,164,108,33,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400069,2024-10-23T00:00:00,NOP vs. CHI,W,48.0,0.536,0.216,0.111,0.231,0.547,0.291,0.194,0.22,0,0,0,0,15,94,139,34,145,110,112,22,35,1
2024-25,1610612741,CHI,Chicago Bulls,0022400069,2024-10-23T00:00:00,CHI @ NOP,L,48.0,0.547,0.291,0.194,0.22,0.536,0.216,0.111,0.231,0,0,0,0,15,76,75,165,151,93,48,153,42,1
2024-25,1610612765,DET,Detroit Pistons,0022400063,2024-10-23T00:00:00,DET vs. IND,L,48.0,0.483,0.318,0.141,0.321,0.56,0.301,0.149,0.256,0,0,0,0,15,149,60,85,64,124,118,87,57,1
2024-25,1610612748,MIA,Miami Heat,0022400065,2024-10-23T00:00:00,MIA vs. ORL,L,48.0,0.457,0.354,0.113,0.192,0.521,0.229,0.143,0.39,0,0,0,0,15,171,35,35,169,74,62,95,165,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400072,2024-10-23T00:00:00,POR vs. GSW,L,48.0,0.435,0.326,0.167,0.271,0.624,0.323,0.165,0.388,0,0,0,0,15,177,51,128,118,174,131,60,163,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400064,2024-10-23T00:00:00,ATL vs. BKN,W,48.0,0.544,0.575,0.152,0.304,0.533,0.275,0.181,0.321,0,0,0,0,15,83,4,107,86,90,97,35,124,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400067,2024-10-23T00:00:00,CLE @ TOR,W,48.0,0.667,0.299,0.129,0.282,0.488,0.337,0.184,0.385,0,0,0,0,15,1,71,55,109,43,143,29,160,1
2024-25,1610612744,GSW,Golden State Warriors,0022400072,2024-10-23T00:00:00,GSW @ POR,W,48.0,0.624,0.323,0.165,0.388,0.435,0.326,0.167,0.271,0,0,0,0,15,13,56,127,23,10,135,56,69,1
2024-25,1610612761,TOR,Toronto Raptors,0022400067,2024-10-23T00:00:00,TOR vs. CLE,L,48.0,0.488,0.337,0.184,0.385,0.667,0.299,0.129,0.282,0,0,0,0,15,143,44,158,26,186,116,129,78,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400068,2024-10-23T00:00:00,CHA @ HOU,W,48.0,0.535,0.282,0.177,0.4,0.432,0.194,0.083,0.373,0,0,0,0,15,95,80,145,9,8,36,179,154,1
2024-25,1610612756,PHX,Phoenix Suns,0022400071,2024-10-23T00:00:00,PHX @ LAC,W,53.0,0.583,0.436,0.195,0.136,0.5,0.326,0.195,0.293,0,0,0,0,1,40,15,166,183,51,135,20,87,1
2024-25,1610612762,UTA,Utah Jazz,0022400070,2024-10-23T00:00:00,UTA vs. MEM,L,48.0,0.529,0.529,0.163,0.388,0.566,0.352,0.124,0.296,0,0,0,0,15,101,5,123,23,132,151,136,91,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400064,2024-10-23T00:00:00,BKN @ ATL,L,48.0,0.533,0.275,0.181,0.321,0.544,0.575,0.152,0.304,0,0,0,0,15,96,90,151,63,104,183,80,100,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400066,2024-10-23T00:00:00,MIL @ PHI,W,48.0,0.638,0.388,0.137,0.22,0.459,0.276,0.1,0.356,0,0,0,0,15,5,23,78,153,18,98,166,144,1
2024-25,1610612754,IND,Indiana Pacers,0022400063,2024-10-23T00:00:00,IND @ DET,W,48.0,0.56,0.301,0.149,0.256,0.483,0.318,0.141,0.321,0,0,0,0,15,62,69,97,130,38,127,100,122,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400070,2024-10-23T00:00:00,MEM @ UTA,W,48.0,0.566,0.352,0.124,0.296,0.529,0.529,0.163,0.388,0,0,0,0,15,52,36,51,96,86,182,64,163,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400062,2024-10-22T00:00:00,MIN @ LAL,L,48.0,0.488,0.318,0.17,0.37,0.468,0.263,0.074,0.375,0,0,0,0,15,145,61,136,34,25,90,182,155,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400062,2024-10-22T00:00:00,LAL vs. MIN,W,48.0,0.468,0.263,0.074,0.375,0.488,0.318,0.17,0.37,0,0,0,0,15,161,97,5,31,42,126,51,152,1
2024-25,1610612738,BOS,Boston Celtics,0022400061,2024-10-22T00:00:00,BOS vs. NYK,W,48.0,0.658,0.084,0.044,0.298,0.622,0.205,0.132,0.184,0,0,0,0,15,3,184,1,95,172,45,123,12,1
2024-25,1610612752,NYK,New York Knicks,0022400061,2024-10-22T00:00:00,NYK @ BOS,L,48.0,0.622,0.205,0.132,0.184,0.658,0.084,0.044,0.298,0,0,0,0,15,15,142,64,175,184,3,186,92,1
