actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (3:43 PM EST),period,start,0,0
2,1,PT12M00.00S,1,1610612752,NYK,2405,Stoudemire,A. Stoudemire,0,0,0,,0,,,0,h,Jump Ball Stoudemire vs. O'Neal: Tip to Anthony,Jump Ball,,0,0
3,2,PT11M48.00S,1,1610612752,NYK,2405,Stoudemire,A. Stoudemire,0,0,0,,0,,,0,h,Stoudemire OFF.Foul (P1),Foul,Offensive,0,0
4,3,PT11M48.00S,1,1610612752,NYK,2405,Stoudemire,A. Stoudemire,0,0,0,,0,,,0,h,Stoudemire Foul Turnover (P1.T1),Turnover,Foul,0,0
5,4,PT11M30.00S,1,1610612752,NYK,101142,Turiaf,R. Turiaf,0,0,0,,0,,,0,h,Turiaf P.FOUL (P1.T1),Foul,Personal,0,0
6,5,PT11M22.00S,1,1610612738,BOS,979,O'Neal,J. O'Neal,157,67,17,Made,1,0,2,2,v,O'Neal 17' Jump Shot (2 PTS) (Allen 1 AST),Made Shot,Jump Shot,0,0
7,6,PT11M10.00S,1,1610612752,NYK,201962,Douglas,T. Douglas,152,80,17,Missed,1,,,0,h,MISS Douglas 17' Jump Shot,Missed Shot,Jump Shot,0,0
8,7,PT11M09.00S,1,1610612738,BOS,1718,Pierce,P. Pierce,0,0,0,,0,,,0,v,Pierce REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
9,8,PT11M03.00S,1,1610612738,BOS,1718,Pierce,P. Pierce,88,231,25,Missed,1,,,0,v,MISS Pierce 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,0
10,9,PT11M01.00S,1,1610612752,NYK,101142,Turiaf,R. Turiaf,0,0,0,,0,,,0,h,Turiaf REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
11,10,PT10M57.00S,1,1610612752,NYK,2546,Anthony,C. Anthony,151,55,16,Missed,1,,,0,h,MISS Anthony 16' Jump Shot,Missed Shot,Jump Shot,0,0
12,11,PT10M56.00S,1,1610612738,BOS,708,Garnett,K. Garnett,0,0,0,,0,,,0,v,Garnett REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
13,12,PT10M38.00S,1,1610612738,BOS,979,O'Neal,J. O'Neal,103,148,18,Missed,1,,,0,v,MISS O'Neal 18' Jump Shot,Missed Shot,Jump Shot,0,0
14,12,PT10M38.00S,1,1610612752,NYK,202361,Fields,L. Fields,0,0,0,,0,,,0,h,Fields BLOCK (1 BLK),,,0,0
15,13,PT10M36.00S,1,0,,1610612738,,,0,0,0,,0,,,0,v,Celtics Rebound,Rebound,Unknown,0,0
16,14,PT10M31.00S,1,1610612738,BOS,951,Allen,R. Allen,151,-10,15,Made,1,0,4,4,v,Allen 15' Fadeaway Jumper (2 PTS) (Rondo 1 AST),Made Shot,Fadeaway Jump Shot,0,0
17,15,PT10M21.00S,1,1610612752,NYK,2546,Anthony,C. Anthony,176,186,26,Made,1,3,4,7,h,Anthony 26' 3PT Jump Shot (3 PTS) (Douglas 1 AST),Made Shot,Jump Shot,0,0
18,16,PT10M04.00S,1,1610612738,BOS,951,Allen,R. Allen,147,77,17,Missed,1,,,0,v,MISS Allen 17' Jump Shot,Missed Shot,Jump Shot,0,0
19,17,PT10M03.00S,1,1610612752,NYK,101142,Turiaf,R. Turiaf,0,0,0,,0,,,0,h,Turiaf REBOUND (Off:0 Def:2),Rebound,Unknown,0,0
20,18,PT09M57.00S,1,1610612752,NYK,2546,Anthony,C. Anthony,-11,12,2,Made,1,5,4,9,h,Anthony 2' Driving Finger Roll Layup (5 PTS),Made Shot,Driving Finger Roll Layup Shot,0,0
21,19,PT09M36.00S,1,1610612738,BOS,708,Garnett,K. Garnett,-157,47,16,Made,1,5,6,11,v,Garnett 16' Jump Shot (2 PTS),Made Shot,Jump Shot,0,0
22,20,PT09M20.00S,1,1610612752,NYK,101142,Turiaf,R. Turiaf,26,25,4,Missed,1,,,0,h,MISS Turiaf 4' Hook Shot,Missed Shot,Hook Shot,0,0
23,21,PT09M18.00S,1,1610612738,BOS,951,Allen,R. Allen,0,0,0,,0,,,0,v,Allen REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
24,22,PT09M10.00S,1,1610612738,BOS,1718,Pierce,P. Pierce,-18,7,2,Missed,1,,,0,v,MISS Pierce 2' Driving Layup,Missed Shot,Driving Layup Shot,0,0
25,23,PT09M09.00S,1,1610612752,NYK,201962,Douglas,T. Douglas,0,0,0,,0,,,0,h,Douglas REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
26,24,PT09M04.00S,1,1610612752,NYK,201962,Douglas,T. Douglas,15,1,2,Made,1,7,6,13,h,Douglas 2' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,0,0
27,25,PT08M39.00S,1,1610612738,BOS,1718,Pierce,P. Pierce,149,113,19,Missed,1,,,0,v,MISS Pierce 19' Jump Shot,Missed Shot,Jump Shot,0,0
28,26,PT08M38.00S,1,1610612752,NYK,201962,Douglas,T. Douglas,0,0,0,,0,,,0,h,Douglas REBOUND (Off:0 Def:2),Rebound,Unknown,0,0
29,27,PT08M28.00S,1,1610612752,NYK,2546,Anthony,C. Anthony,-155,88,18,Missed,1,,,0,h,MISS Anthony 18' Jump Shot,Missed Shot,Jump Shot,0,0
30,28,PT08M27.00S,1,1610612738,BOS,979,O'Neal,J. O'Neal,0,0,0,,0,,,0,v,O'Neal REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
31,29,PT08M21.00S,1,1610612738,BOS,200765,Rondo,R. Rondo,18,4,2,Missed,1,,,0,v,MISS Rondo 2' Driving Layup,Missed Shot,Driving Layup Shot,0,0
32,31,PT08M20.00S,1,1610612738,BOS,708,Garnett,K. Garnett,0,0,0,,0,,,0,v,Garnett REBOUND (Off:1 Def:1),Rebound,Unknown,0,0
33,30,PT08M20.00S,1,1610612738,BOS,708,Garnett,K. Garnett,2,1,0,Made,1,7,8,15,v,Garnett Tip Shot (4 PTS),Made Shot,Tip Shot,0,0
34,32,PT08M07.00S,1,1610612752,NYK,101142,Turiaf,R. Turiaf,-15,6,2,Made,1,9,8,17,h,Turiaf 2' Layup (2 PTS) (Douglas 2 AST),Made Shot,Layup Shot,0,0
35,33,PT08M07.00S,1,1610612738,BOS,979,O'Neal,J. O'Neal,0,0,0,,0,,,0,v,O'Neal S.FOUL (P1.T1),Foul,Shooting,0,0
36,34,PT08M07.00S,1,1610612752,NYK,101142,Turiaf,R. Turiaf,0,0,0,,0,10,8,18,h,Turiaf Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,0,0
37,36,PT07M54.00S,1,1610612752,NYK,201962,Douglas,T. Douglas,0,0,0,,0,,,0,h,Douglas P.FOUL (P1.T2),Foul,Personal,0,0
38,37,PT07M48.00S,1,1610612738,BOS,200765,Rondo,R. Rondo,157,19,16,Made,1,10,10,20,v,Rondo 16' Jump Shot (2 PTS) (Pierce 1 AST),Made Shot,Jump Shot,0,0
39,38,PT07M36.00S,1,1610612752,NYK,202361,Fields,L. Fields,154,11,15,Missed,1,,,0,h,MISS Fields 15' Jump Shot,Missed Shot,Jump Shot,0,0
40,39,PT07M35.00S,1,0,,1610612752,,,0,0,0,,0,,,0,h,KNICKS Rebound,Rebound,Unknown,0,0
41,40,PT07M35.00S,1,1610612738,BOS,708,Garnett,K. Garnett,0,0,0,,0,,,0,v,Garnett L.B.FOUL (P1.T2),Foul,Loose Ball,0,0
42,41,PT07M29.00S,1,1610612752,NYK,2405,Stoudemire,A. Stoudemire,-98,160,19,Missed,1,,,0,h,MISS Stoudemire 19' Jump Shot,Missed Shot,Jump Shot,0,0
43,42,PT07M27.00S,1,1610612738,BOS,1718,Pierce,P. Pierce,0,0,0,,0,,,0,v,Pierce REBOUND (Off:0 Def:2),Rebound,Unknown,0,0
44,43,PT07M21.00S,1,1610612752,NYK,2546,Anthony,C. Anthony,0,0,0,,0,,,0,h,Anthony FLAGRANT.FOUL.TYPE1 (P1.T3),Foul,Flagrant Type 1,0,0
45,44,PT07M21.00S,1,1610612738,BOS,200765,Rondo,R. Rondo,0,0,0,,0,,,0,v,MISS Rondo Free Throw Flagrant 1 of 2,Free Throw,Free Throw Flagrant 1 of 2,0,0
46,45,PT07M21.00S,1,0,,1610612738,,,0,0,0,,0,,,0,v,Celtics Rebound,Rebound,Normal Rebound,0,0
