actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (11:13 AM EST),period,start,0,0
2,1,PT12M00.00S,1,1610612737,ATL,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Jump Ball Mutombo vs. Divac: Tip to Henderson,Jump Ball,,0,0
3,2,PT11M42.00S,1,1610612737,ATL,302,Blaylock,M. Blaylock,0,0,0,Missed,1,0,0,0,h,MISS Blaylock  Driving Layup,Missed Shot,Driving Layup Shot,0,0
4,3,PT11M40.00S,1,1610612737,ATL,302,Blaylock,M. Blaylock,0,0,0,,0,0,0,0,h,Blaylock REBOUND (Off:1 Def:0),Rebound,Unknown,0,0
5,4,PT11M25.00S,1,1610612737,ATL,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Mutombo Lost Ball Turnover (P1.T1),Turnover,Lost Ball,0,0
6,4,PT11M25.00S,1,1610612766,CHH,184,Phills,B. Phills,0,0,0,,0,0,0,0,v,Phills STEAL (1 STL),,,0,0
7,5,PT11M24.00S,1,1610612766,CHH,184,Phills,B. Phills,0,0,0,,0,0,0,0,v,Phills Lost Ball Turnover (P1.T1),Turnover,Lost Ball,0,0
8,5,PT11M24.00S,1,1610612737,ATL,673,Henderson,A. Henderson,0,0,0,,0,0,0,0,h,Henderson STEAL (1 STL),,,0,0
9,6,PT11M11.00S,1,1610612737,ATL,120,Smith,S. Smith,23,257,26,Missed,1,0,0,0,h,MISS Smith 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,0
10,8,PT11M09.00S,1,1610612737,ATL,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Mutombo REBOUND (Off:1 Def:0),Rebound,Unknown,0,0
11,7,PT11M09.00S,1,1610612737,ATL,87,Mutombo,D. Mutombo,0,0,0,Made,1,2,0,2,h,Mutombo  Slam Dunk (2 PTS),Made Shot,Slam Dunk Shot,0,0
12,9,PT10M57.00S,1,1610612766,CHH,193,Mason,A. Mason,0,0,0,Made,1,2,2,4,v,Mason  Layup (2 PTS) (Wesley 1 AST),Made Shot,Layup Shot,0,0
13,10,PT10M38.00S,1,1610612737,ATL,87,Mutombo,D. Mutombo,-6,40,4,Missed,1,0,0,0,h,MISS Mutombo 4' Hook Shot,Missed Shot,Hook Shot,0,0
14,11,PT10M35.00S,1,1610612766,CHH,184,Phills,B. Phills,0,0,0,,0,0,0,0,v,Phills REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
15,12,PT10M30.00S,1,1610612766,CHH,133,Wesley,D. Wesley,0,0,0,,0,0,0,0,v,Wesley Lost Ball Turnover (P1.T2),Turnover,Lost Ball,0,0
16,13,PT10M12.00S,1,1610612737,ATL,673,Henderson,A. Henderson,-134,1,13,Made,1,4,2,6,h,Henderson 13' Jump Shot (2 PTS),Made Shot,Jump Shot,0,0
17,14,PT09M58.00S,1,1610612737,ATL,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Mutombo Violation:Defensive Goaltending,Violation,Defensive Goaltending,0,0
18,15,PT09M52.00S,1,1610612766,CHH,779,Rice,G. Rice,-121,68,14,Missed,1,0,0,0,v,MISS Rice 14' Jump Shot,Missed Shot,Jump Shot,0,0
19,16,PT09M52.00S,1,1610612766,CHH,184,Phills,B. Phills,0,0,0,,0,0,0,0,v,Phills REBOUND (Off:1 Def:1),Rebound,Unknown,0,0
20,17,PT09M40.00S,1,1610612766,CHH,193,Mason,A. Mason,-141,3,14,Made,1,4,4,8,v,Mason 14' Jump Shot (4 PTS),Made Shot,Jump Shot,0,0
21,18,PT09M17.00S,1,1610612737,ATL,120,Smith,S. Smith,0,0,0,Made,1,6,4,10,h,Smith  Driving Layup (2 PTS),Made Shot,Driving Layup Shot,0,0
22,19,PT09M09.00S,1,1610612766,CHH,779,Rice,G. Rice,-121,42,13,Made,1,6,6,12,v,Rice 13' Jump Shot (2 PTS) (Wesley 2 AST),Made Shot,Jump Shot,0,0
23,20,PT08M52.00S,1,1610612737,ATL,302,Blaylock,M. Blaylock,0,0,0,,0,0,0,0,h,Blaylock Bad Pass Turnover (P1.T2),Turnover,Bad Pass,0,0
24,20,PT08M52.00S,1,1610612766,CHH,193,Mason,A. Mason,0,0,0,,0,0,0,0,v,Mason STEAL (1 STL),,,0,0
25,21,PT08M42.00S,1,1610612766,CHH,124,Divac,V. Divac,0,0,0,Made,1,6,8,14,v,Divac  Layup (2 PTS) (Mason 1 AST),Made Shot,Layup Shot,0,0
26,22,PT08M35.00S,1,0,,1610612737,,,0,0,0,,0,0,0,0,h,HAWKS Timeout: Short (Full 0 Short 1),Timeout,Short,0,0
27,23,PT08M17.00S,1,1610612737,ATL,302,Blaylock,M. Blaylock,-130,218,25,Missed,1,0,0,0,h,MISS Blaylock 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,0
28,24,PT08M15.00S,1,1610612766,CHH,193,Mason,A. Mason,0,0,0,,0,0,0,0,v,Mason REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
29,25,PT08M09.00S,1,1610612766,CHH,184,Phills,B. Phills,0,0,0,Made,1,6,10,16,v,Phills  Driving Layup (2 PTS) (Divac 1 AST),Made Shot,Driving Layup Shot,0,0
30,26,PT08M09.00S,1,1610612737,ATL,673,Henderson,A. Henderson,0,0,0,,0,0,0,0,h,Henderson S.FOUL (P1.T1),Foul,Shooting,0,0
31,27,PT08M09.00S,1,1610612766,CHH,184,Phills,B. Phills,0,0,0,,0,0,0,0,v,MISS Phills Free Throw 1 of 1,Free Throw,Free Throw 1 of 1,0,0
32,28,PT08M07.00S,1,1610612737,ATL,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Mutombo REBOUND (Off:1 Def:1),Rebound,Unknown,0,0
33,29,PT07M49.00S,1,1610612737,ATL,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Mutombo Lost Ball Turnover (P2.T3),Turnover,Lost Ball,0,0
34,29,PT07M49.00S,1,1610612766,CHH,779,Rice,G. Rice,0,0,0,,0,0,0,0,v,Rice STEAL (1 STL),,,0,0
35,30,PT07M45.00S,1,1610612766,CHH,184,Phills,B. Phills,0,0,0,,0,0,0,0,v,Phills Traveling Turnover (P2.T3),Turnover,Traveling,0,0
36,31,PT07M29.00S,1,1610612737,ATL,302,Blaylock,M. Blaylock,0,0,0,Missed,1,0,0,0,h,MISS Blaylock  Driving Layup,Missed Shot,Driving Layup Shot,0,0
37,32,PT07M27.00S,1,1610612766,CHH,779,Rice,G. Rice,0,0,0,,0,0,0,0,v,Rice REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
38,33,PT07M11.00S,1,1610612766,CHH,133,Wesley,D. Wesley,0,0,0,,0,0,0,0,v,Wesley Bad Pass Turnover (P2.T4),Turnover,Bad Pass,0,0
