actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:32 PM EST),period,start,0,0
2,1,PT12M00.00S,1,1610612751,NJN,2215,Collins,J. Collins,0,0,0,,0,0,0,0,h,Jump Ball Collins vs. O'Neal: Tip to Johnson,Jump Ball,,0,0
3,2,PT11M40.00S,1,1610612754,IND,979,O'Neal,J. O'Neal,0,0,0,Missed,1,0,0,0,v,MISS O'Neal  Layup,Missed Shot,Layup Shot,0,0
4,3,PT11M39.00S,1,1610612751,NJN,1713,Carter,V. Carter,0,0,0,,0,0,0,0,h,Carter REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
5,4,PT11M32.00S,1,1610612751,NJN,1713,Carter,V. Carter,-135,89,16,Missed,1,0,0,0,h,MISS Carter 16' Jump Shot,Missed Shot,Jump Shot,0,0
6,5,PT11M30.00S,1,0,,1610612751,,,0,0,0,,0,0,0,0,h,NETS Rebound,Rebound,Unknown,0,0
7,6,PT11M30.00S,1,1610612754,IND,1506,Croshere,A. Croshere,0,0,0,,0,0,0,0,v,Croshere L.B.FOUL (P1.T1),Foul,Loose Ball,0,0
8,7,PT11M12.00S,1,1610612751,NJN,2215,Collins,J. Collins,-39,140,15,Made,1,2,0,2,h,Collins 15' Jump Shot (2 PTS) (Jefferson 1 AST),Made Shot,Jump Shot,0,0
9,8,PT10M49.00S,1,1610612754,IND,1533,Johnson,A. Johnson,-153,0,15,Made,1,2,2,4,v,Johnson 15' Jump Shot (2 PTS),Made Shot,Jump Shot,0,0
10,9,PT10M30.00S,1,1610612751,NJN,467,Kidd,J. Kidd,0,0,0,,0,0,0,0,h,Kidd Lost Ball Turnover (P1.T1),Turnover,Lost Ball,0,0
11,9,PT10M30.00S,1,1610612754,IND,1506,Croshere,A. Croshere,0,0,0,,0,0,0,0,v,Croshere STEAL (1 STL),,,0,0
12,10,PT10M26.00S,1,1610612754,IND,101122,Granger,D. Granger,0,0,0,Made,1,2,4,6,v,Granger  Driving Layup (2 PTS) (Jackson 1 AST),Made Shot,Driving Layup Shot,0,0
13,11,PT10M15.00S,1,1610612751,NJN,2420,Krstic,N. Krstic,0,0,0,Made,1,4,4,8,h,Krstic  Layup (2 PTS) (Carter 1 AST),Made Shot,Layup Shot,0,0
14,12,PT09M49.00S,1,1610612754,IND,979,O'Neal,J. O'Neal,130,2,13,Missed,1,0,0,0,v,MISS O'Neal 13' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,0,0
15,13,PT09M48.00S,1,1610612751,NJN,1713,Carter,V. Carter,0,0,0,,0,0,0,0,h,Carter REBOUND (Off:0 Def:2),Rebound,Unknown,0,0
16,14,PT09M42.00S,1,1610612751,NJN,2210,Jefferson,R. Jefferson,-163,-1,16,Made,1,6,4,10,h,Jefferson 16' Jump Shot (2 PTS) (Kidd 1 AST),Made Shot,Jump Shot,0,0
17,15,PT09M26.00S,1,1610612754,IND,101122,Granger,D. Granger,-166,137,22,Missed,1,0,0,0,v,MISS Granger 22' Jump Shot,Missed Shot,Jump Shot,0,0
18,16,PT09M25.00S,1,1610612751,NJN,1713,Carter,V. Carter,0,0,0,,0,0,0,0,h,Carter REBOUND (Off:0 Def:3),Rebound,Unknown,0,0
19,17,PT09M22.00S,1,1610612751,NJN,2210,Jefferson,R. Jefferson,0,0,0,,0,0,0,0,h,Jefferson OFF.Foul (P1),Foul,Offensive,0,0
20,18,PT09M22.00S,1,1610612751,NJN,2210,Jefferson,R. Jefferson,0,0,0,,0,0,0,0,h,Jefferson Foul Turnover (P1.T2),Turnover,Foul,0,0
21,19,PT09M07.00S,1,1610612754,IND,1536,Jackson,S. Jackson,0,0,0,,0,0,0,0,v,Jackson Out of Bounds Lost Ball Turnover (P1.T1),Turnover,Out of Bounds Lost Ball Turnover,0,0
22,20,PT08M53.00S,1,0,,1610612751,,,0,0,0,,0,0,0,0,h,NETS Timeout: Short (Full 0 Short 1),Timeout,Short,0,0
23,21,PT08M48.00S,1,1610612751,NJN,1713,Carter,V. Carter,202,141,25,Missed,1,0,0,0,h,MISS Carter 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,0
24,22,PT08M47.00S,1,1610612754,IND,1536,Jackson,S. Jackson,0,0,0,,0,0,0,0,v,Jackson REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
25,23,PT08M36.00S,1,1610612754,IND,101122,Granger,D. Granger,-172,0,17,Made,1,6,6,12,v,Granger 17' Jump Shot (4 PTS) (O'Neal 1 AST),Made Shot,Jump Shot,0,0
26,24,PT08M25.00S,1,1610612751,NJN,2420,Krstic,N. Krstic,33,45,6,Made,1,8,6,14,h,Krstic 6' Hook Shot (4 PTS) (Kidd 2 AST),Made Shot,Hook Shot,0,0
27,25,PT08M01.00S,1,1610612754,IND,979,O'Neal,J. O'Neal,125,10,13,Missed,1,0,0,0,v,MISS O'Neal 13' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,0,0
28,26,PT08M00.00S,1,1610612751,NJN,1713,Carter,V. Carter,0,0,0,,0,0,0,0,h,Carter REBOUND (Off:0 Def:4),Rebound,Unknown,0,0
29,27,PT07M45.00S,1,1610612751,NJN,2215,Collins,J. Collins,-176,18,18,Missed,1,0,0,0,h,MISS Collins 18' Jump Shot,Missed Shot,Jump Shot,0,0
30,28,PT07M44.00S,1,1610612754,IND,101122,Granger,D. Granger,0,0,0,,0,0,0,0,v,Granger REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
31,29,PT07M32.00S,1,1610612754,IND,1536,Jackson,S. Jackson,-172,74,19,Missed,1,0,0,0,v,MISS Jackson 19' Jump Shot,Missed Shot,Jump Shot,0,0
32,30,PT07M30.00S,1,1610612751,NJN,2420,Krstic,N. Krstic,0,0,0,,0,0,0,0,h,Krstic REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
33,31,PT07M26.00S,1,1610612751,NJN,2210,Jefferson,R. Jefferson,0,0,0,Missed,1,0,0,0,h,MISS Jefferson  Driving Layup,Missed Shot,Driving Layup Shot,0,0
34,32,PT07M25.00S,1,1610612754,IND,1506,Croshere,A. Croshere,0,0,0,,0,0,0,0,v,Croshere REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
35,33,PT07M13.00S,1,1610612751,NJN,2215,Collins,J. Collins,0,0,0,,0,0,0,0,h,Collins S.FOUL (P1.T1),Foul,Shooting,0,0
36,34,PT07M13.00S,1,1610612754,IND,979,O'Neal,J. O'Neal,0,0,0,,0,0,0,0,v,MISS O'Neal Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0
37,35,PT07M13.00S,1,0,,1610612754,,,0,0,0,,0,0,0,0,v,Pacers Rebound,Rebound,Normal Rebound,0,0
38,36,PT07M13.00S,1,1610612754,IND,979,O'Neal,J. O'Neal,0,0,0,,0,0,0,0,v,MISS O'Neal Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0
39,37,PT07M12.00S,1,1610612751,NJN,2210,Jefferson,R. Jefferson,0,0,0,,0,0,0,0,h,Jefferson REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
40,38,PT07M02.00S,1,1610612751,NJN,1713,Carter,V. Carter,-84,18,9,Made,1,10,6,16,h,Carter 9' Jump Bank Shot (2 PTS) (Kidd 3 AST),Made Shot,Jump Bank Shot,0,0
41,39,PT07M02.00S,1,1610612754,IND,101122,Granger,D. Granger,0,0,0,,0,0,0,0,v,Granger S.FOUL (P1.T2),Foul,Shooting,0,0
42,40,PT07M02.00S,1,1610612751,NJN,1713,Carter,V. Carter,0,0,0,,0,11,6,17,h,Carter Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,0,0
