actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:41 PM EST),period,start,0,0
2,1,PT12M00.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,0,0,,0,0,0,0,h,Jump Ball Drummond vs. Dalembert: Tip to Marion,Jump Ball,,0,0
3,2,PT11M35.00S,1,1610612742,DAL,1890,Marion,S. Marion,231,67,24,Missed,1,0,0,0,v,MISS Marion 24' 3PT Jump Shot,Missed Shot,Jump Shot,0,0
4,3,PT11M34.00S,1,1610612765,DET,202713,Singler,K. Singler,0,0,0,,0,0,0,0,h,Singler REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
5,4,PT11M20.00S,1,1610612765,DET,202328,Monroe,G. Monroe,-2,9,1,Made,1,2,0,2,h,Monroe 1' Reverse Layup (2 PTS) (Singler 1 AST),Made Shot,Reverse Layup Shot,0,0
6,5,PT11M09.00S,1,1610612742,DAL,101181,Calderon,J. Calderon,-49,23,5,Made,1,2,2,4,v,Calderon 5' Floating Jump Shot (2 PTS),Made Shot,Floating Jump shot,0,0
7,6,PT10M40.00S,1,1610612765,DET,202713,Singler,K. Singler,174,118,21,Missed,1,0,0,0,h,MISS Singler 21' Jump Shot,Missed Shot,Jump Shot,0,0
8,7,PT10M39.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,0,0,0,v,Marion REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
9,8,PT10M30.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,-64,269,28,Made,1,2,5,7,v,Nowitzki 28' 3PT Jump Shot (3 PTS) (Ellis 1 AST),Made Shot,Jump Shot,0,0
10,9,PT10M11.00S,1,1610612765,DET,2746,Smith,J. Smith,2,0,0,Made,1,4,5,9,h,Smith  Layup (2 PTS),Made Shot,Layup Shot,0,0
11,10,PT10M00.00S,1,1610612742,DAL,101181,Calderon,J. Calderon,157,75,17,Missed,1,0,0,0,v,MISS Calderon 17' Jump Shot,Missed Shot,Jump Shot,0,0
12,11,PT09M59.00S,1,1610612765,DET,201943,Jennings,B. Jennings,0,0,0,,0,0,0,0,h,Jennings REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
13,12,PT09M54.00S,1,1610612765,DET,203083,Drummond,A. Drummond,-4,4,1,Made,1,6,5,11,h,Drummond 1' Alley Oop Dunk (2 PTS) (Jennings 1 AST),Made Shot,Alley Oop Dunk Shot,0,0
14,13,PT09M43.00S,1,1610612765,DET,202328,Monroe,G. Monroe,0,0,0,,0,0,0,0,h,Monroe P.FOUL (P1.T1),Foul,Personal,0,0
15,14,PT09M31.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,124,88,15,Missed,1,0,0,0,v,MISS Nowitzki 15' Jump Shot,Missed Shot,Jump Shot,0,0
16,15,PT09M30.00S,1,1610612742,DAL,2223,Dalembert,S. Dalembert,0,0,0,,0,0,0,0,v,Dalembert REBOUND (Off:1 Def:0),Rebound,Unknown,0,0
17,16,PT09M27.00S,1,1610612742,DAL,2223,Dalembert,S. Dalembert,-5,9,1,Missed,1,0,0,0,v,MISS Dalembert 1' Layup,Missed Shot,Layup Shot,0,0
18,16,PT09M27.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,0,0,,0,0,0,0,h,Drummond BLOCK (1 BLK),,,0,0
19,17,PT09M24.00S,1,1610612742,DAL,2223,Dalembert,S. Dalembert,0,0,0,,0,0,0,0,v,Dalembert REBOUND (Off:2 Def:0),Rebound,Unknown,0,0
20,18,PT09M23.00S,1,1610612742,DAL,2223,Dalembert,S. Dalembert,1,1,0,Made,1,6,7,13,v,Dalembert  Layup (2 PTS),Made Shot,Layup Shot,0,0
21,19,PT09M14.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,0,0,0,v,Marion P.FOUL (P1.T1),Foul,Personal,0,0
22,20,PT09M07.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,0,0,0,,0,0,0,0,v,Nowitzki S.FOUL (P1.T2),Foul,Shooting,0,0
23,21,PT09M07.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,0,0,,0,0,0,0,h,MISS Drummond Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0
24,22,PT09M07.00S,1,0,,1610612765,,,0,0,0,,0,0,0,0,h,PISTONS Rebound,Rebound,Normal Rebound,0,0
25,23,PT09M07.00S,1,1610612765,DET,203083,Drummond,A. Drummond,0,0,0,,0,7,7,14,h,Drummond Free Throw 2 of 2 (3 PTS),Free Throw,Free Throw 2 of 2,0,0
26,25,PT08M56.00S,1,1610612765,DET,2746,Smith,J. Smith,0,0,0,,0,0,0,0,h,Smith S.FOUL (P1.T2),Foul,Shooting,0,0
27,26,PT08M56.00S,1,1610612742,DAL,2223,Dalembert,S. Dalembert,0,0,0,,0,0,0,0,v,MISS Dalembert Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0
28,27,PT08M56.00S,1,0,,1610612742,,,0,0,0,,0,0,0,0,v,Mavericks Rebound,Rebound,Normal Rebound,0,0
29,28,PT08M56.00S,1,1610612742,DAL,2223,Dalembert,S. Dalembert,0,0,0,,0,0,0,0,v,MISS Dalembert Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0
30,30,PT08M55.00S,1,1610612765,DET,202328,Monroe,G. Monroe,0,0,0,,0,0,0,0,h,Monroe REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
31,31,PT08M42.00S,1,1610612765,DET,202328,Monroe,G. Monroe,2,11,1,Missed,1,0,0,0,h,MISS Monroe 1' Layup,Missed Shot,Layup Shot,0,0
32,31,PT08M42.00S,1,1610612742,DAL,2223,Dalembert,S. Dalembert,0,0,0,,0,0,0,0,v,Dalembert BLOCK (1 BLK),,,0,0
33,32,PT08M41.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,0,0,0,,0,0,0,0,v,Nowitzki REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
34,33,PT08M38.00S,1,1610612742,DAL,101181,Calderon,J. Calderon,0,0,0,,0,0,0,0,v,Calderon Bad Pass Turnover (P1.T1),Turnover,Bad Pass,0,0
35,34,PT08M30.00S,1,1610612765,DET,201943,Jennings,B. Jennings,-4,-2,0,Made,1,9,7,16,h,Jennings  Driving Layup (2 PTS) (Smith 1 AST),Made Shot,Driving Layup Shot,0,0
36,35,PT08M13.00S,1,1610612742,DAL,101181,Calderon,J. Calderon,45,20,5,Missed,1,0,0,0,v,MISS Calderon 5' Jump Shot,Missed Shot,Jump Shot,0,0
37,36,PT08M12.00S,1,1610612742,DAL,1890,Marion,S. Marion,0,0,0,,0,0,0,0,v,Marion REBOUND (Off:1 Def:1),Rebound,Unknown,0,0
38,37,PT08M05.00S,1,1610612742,DAL,101145,Ellis,M. Ellis,-2,56,6,Missed,1,0,0,0,v,MISS Ellis 6' Jump Shot,Missed Shot,Jump Shot,0,0
39,38,PT08M04.00S,1,1610612742,DAL,2223,Dalembert,S. Dalembert,0,0,0,,0,0,0,0,v,Dalembert REBOUND (Off:3 Def:0),Rebound,Unknown,0,0
40,39,PT07M56.00S,1,1610612742,DAL,101181,Calderon,J. Calderon,-171,173,24,Made,1,9,10,19,v,Calderon 24' 3PT Jump Shot (5 PTS),Made Shot,Jump Shot,0,0
41,40,PT07M39.00S,1,1610612765,DET,201943,Jennings,B. Jennings,65,260,27,Missed,1,0,0,0,h,MISS Jennings 27' 3PT Jump Shot,Missed Shot,Jump Shot,0,0
42,41,PT07M38.00S,1,1610612742,DAL,1717,Nowitzki,D. Nowitzki,0,0,0,,0,0,0,0,v,Nowitzki REBOUND (Off:0 Def:2),Rebound,Unknown,0,0
