actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (3:52 PM EST),period,start,0,0
2,4,PT12M00.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,h,Jump Ball Adebayo vs. Turner: Tip to Dragic,Jump Ball,,1,0
3,7,PT11M42.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,157,205,26,Made,1,3,0,3,h,Robinson 26' 3PT Jump Shot (3 PTS) (Adebayo 1 AST),Made Shot,Jump Shot,1,0
4,9,PT11M20.00S,1,1610612754,IND,203200,Holiday,J. Holiday,8,13,2,Missed,1,,,0,v,MISS J. Holiday 2' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,1,0
5,9,PT11M20.00S,1,1610612748,MIA,1629130,Robinson,D. Robinson,0,0,0,,0,,,0,h,Robinson BLOCK (1 BLK),,,1,0
6,11,PT11M17.00S,1,1610612754,IND,203200,Holiday,J. Holiday,0,0,0,,0,,,0,v,J. Holiday REBOUND (Off:1 Def:0),Rebound,Unknown,1,0
7,12,PT11M16.00S,1,1610612748,MIA,203109,Crowder,J. Crowder,0,0,0,,0,,,0,h,Crowder S.FOUL (P1.T1) (T.Maddox),Foul,Shooting,1,0
8,14,PT11M16.00S,1,1610612754,IND,1627763,Brogdon,M. Brogdon,0,0,0,,0,3,1,4,v,Brogdon Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1,0
9,15,PT11M16.00S,1,1610612754,IND,1627763,Brogdon,M. Brogdon,0,0,0,,0,3,2,5,v,Brogdon Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,1,0
10,16,PT11M03.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,h,Adebayo Lost Ball Turnover (P1.T1),Turnover,Lost Ball,1,0
11,16,PT11M03.00S,1,1610612754,IND,1627763,Brogdon,M. Brogdon,0,0,0,,0,,,0,v,Brogdon STEAL (1 STL),,,1,0
12,18,PT10M57.00S,1,1610612754,IND,203506,Oladipo,V. Oladipo,0,0,0,,0,,,0,v,Oladipo Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0
13,18,PT10M57.00S,1,1610612748,MIA,203109,Crowder,J. Crowder,0,0,0,,0,,,0,h,Crowder STEAL (1 STL),,,1,0
14,20,PT10M42.00S,1,1610612748,MIA,202710,Butler,J. Butler,229,32,0,Missed,1,,,0,h,MISS Butler 3PT Jump Shot,Missed Shot,Jump Shot,1,0
15,21,PT10M42.00S,1,0,,1610612748,,,0,0,0,,0,,,0,h,HEAT Rebound,Rebound,Unknown,0,0
16,23,PT10M29.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,1,106,11,Missed,1,,,0,h,MISS Adebayo 11' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,0
17,24,PT10M24.00S,1,1610612754,IND,203200,Holiday,J. Holiday,0,0,0,,0,,,0,v,J. Holiday REBOUND (Off:1 Def:1),Rebound,Unknown,1,0
18,25,PT10M19.00S,1,1610612754,IND,203506,Oladipo,V. Oladipo,-7,16,2,Missed,1,,,0,v,MISS Oladipo 2' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,0
19,26,PT10M18.00S,1,1610612754,IND,203200,Holiday,J. Holiday,0,0,0,,0,,,0,v,J. Holiday REBOUND (Off:2 Def:1),Rebound,Unknown,1,0
20,27,PT10M08.00S,1,1610612754,IND,1626167,Turner,M. Turner,-11,105,11,Made,1,3,4,7,v,Turner 11' Jump Shot (2 PTS) (Brogdon 1 AST),Made Shot,Jump Shot,1,0
21,29,PT09M53.00S,1,1610612748,MIA,202710,Butler,J. Butler,-11,-4,1,Made,1,5,4,9,h,Butler 1' Driving Finger Roll Layup (2 PTS) (Dragic 1 AST),Made Shot,Driving Finger Roll Layup Shot,1,0
22,31,PT09M38.00S,1,1610612754,IND,203933,Warren,T. Warren,41,13,4,Missed,1,,,0,v,MISS Warren 4' Driving Floating Bank Jump Shot,Missed Shot,Driving Floating Bank Jump Shot,1,0
23,32,PT09M36.00S,1,1610612748,MIA,202710,Butler,J. Butler,0,0,0,,0,,,0,h,Butler REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
24,33,PT09M30.00S,1,1610612748,MIA,202710,Butler,J. Butler,0,0,0,,0,,,0,h,Butler Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1,0
25,33,PT09M30.00S,1,1610612754,IND,203506,Oladipo,V. Oladipo,0,0,0,,0,,,0,v,Oladipo STEAL (1 STL),,,1,0
26,35,PT09M14.00S,1,1610612754,IND,203933,Warren,T. Warren,-125,96,16,Made,1,5,6,11,v,Warren 16' Step Back Jump Shot (2 PTS) (Brogdon 2 AST),Made Shot,Step Back Jump shot,1,0
27,36,PT09M02.00S,1,1610612748,MIA,201609,Dragic,G. Dragic,0,0,0,,0,,,0,h,Dragic Lost Ball Turnover (P1.T3),Turnover,Lost Ball,1,0
28,36,PT09M02.00S,1,1610612754,IND,1627763,Brogdon,M. Brogdon,0,0,0,,0,,,0,v,Brogdon STEAL (2 STL),,,1,0
29,38,PT08M59.00S,1,1610612754,IND,203506,Oladipo,V. Oladipo,15,17,2,Made,1,5,8,13,v,Oladipo 2' Running Layup (2 PTS) (Brogdon 3 AST),Made Shot,Running Layup Shot,1,0
30,40,PT08M38.00S,1,1610612748,MIA,201609,Dragic,G. Dragic,-173,184,25,Made,1,8,8,16,h,Dragic 25' 3PT Jump Shot (3 PTS) (Adebayo 2 AST),Made Shot,Jump Shot,1,0
31,42,PT08M25.00S,1,1610612754,IND,1627763,Brogdon,M. Brogdon,216,122,25,Missed,1,,,0,v,MISS Brogdon 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,0
32,43,PT08M21.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,h,Adebayo REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
33,44,PT08M12.00S,1,1610612748,MIA,202710,Butler,J. Butler,0,0,0,,0,,,0,h,Butler Bad Pass Turnover (P2.T4),Turnover,Bad Pass,1,0
34,44,PT08M12.00S,1,1610612754,IND,203200,Holiday,J. Holiday,0,0,0,,0,,,0,v,J. Holiday STEAL (1 STL),,,1,0
35,46,PT08M07.00S,1,1610612754,IND,203200,Holiday,J. Holiday,-229,1,0,Missed,1,,,0,v,MISS J. Holiday 3PT Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,1,0
36,47,PT08M04.00S,1,1610612748,MIA,203109,Crowder,J. Crowder,0,0,0,,0,,,0,h,Crowder REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
37,48,PT07M58.00S,1,1610612748,MIA,203109,Crowder,J. Crowder,-217,108,24,Made,1,11,8,19,h,Crowder 24' 3PT Pullup Jump Shot (3 PTS) (Dragic 2 AST),Made Shot,Pullup Jump shot,1,0
38,51,PT07M41.00S,1,1610612754,IND,203506,Oladipo,V. Oladipo,225,117,25,Missed,1,,,0,v,MISS Oladipo 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,0
39,52,PT07M39.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,h,Adebayo REBOUND (Off:0 Def:2),Rebound,Unknown,1,0
