actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (8:48 PM EST),period,start,0,0
2,4,PT12M00.00S,1,1610612748,MIA,1628389,Adebayo,B. Adebayo,0,0,0,,0,,,0,h,Jump Ball Adebayo vs. Williams III: Tip to Tucker,Jump Ball,,1,0
3,7,PT11M35.00S,1,1610612748,MIA,202710,Butler,J. Butler,50,70,9,Missed,1,,,0,h,MISS Butler 9' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,0
4,8,PT11M33.00S,1,1610612748,MIA,200782,Tucker,P. Tucker,0,0,0,,0,,,0,h,Tucker REBOUND (Off:1 Def:0),Rebound,Unknown,1,0
5,9,PT11M29.00S,1,1610612748,MIA,200768,Lowry,K. Lowry,4,254,25,Missed,1,,,0,h,MISS Lowry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,0
6,10,PT11M29.00S,1,1610612738,BOS,201143,Horford,A. Horford,0,0,0,,0,,,0,v,Horford REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
7,11,PT11M13.00S,1,1610612738,BOS,1627759,Brown,J. Brown,54,58,8,Missed,1,,,0,v,MISS Brown 8' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,0
8,12,PT11M11.00S,1,1610612748,MIA,202710,Butler,J. Butler,0,0,0,,0,,,0,h,Butler REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
9,13,PT10M55.00S,1,1610612748,MIA,1629622,Strus,M. Strus,-216,137,26,Missed,1,,,0,h,MISS Strus 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,0
10,14,PT10M53.00S,1,1610612748,MIA,200782,Tucker,P. Tucker,0,0,0,,0,,,0,h,Tucker REBOUND (Off:2 Def:0),Rebound,Unknown,1,0
11,15,PT10M51.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,,,0,v,Brown P.FOUL (P1.T1) (M.Davis),Foul,Personal,1,0
12,17,PT10M39.00S,1,1610612748,MIA,202710,Butler,J. Butler,178,10,18,Missed,1,,,0,h,MISS Butler 18' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,0
13,18,PT10M37.00S,1,1610612738,BOS,1629057,Williams III,R. Williams III,0,0,0,,0,,,0,v,Williams III REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
