SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,USG_PCT_RANK,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2024-25,1630811,Keaton Wallace,Keaton,1610612737,ATL,Atlanta Hawks,0022400135,2024-11-01T00:00:00,ATL vs. SAC,L,29.0,0.141,0.227,0.164,0.364,0.235,0.0,0.0,0.0,0.136,0.125,0.176,0.143,0.2,0.25,0.0,0.231,0.0,0.212,1,1040,1040,1040,607,1378,682,1208,341,729,1080,1149,1085,1230,1337,889,1030,736,513,1,1289,1437,764,1,29:18
2024-25,1630167,Obi Toppin,Obi,1610612754,IND,Indiana Pacers,0022400138,2024-11-01T00:00:00,IND @ NOP,L,19.0,0.17,0.167,0.171,0.143,0.188,0.0,0.0,0.333,0.267,0.278,0.0,0.333,0.0,0.0,0.0,0.25,0.1,0.135,1,1040,1040,1040,1272,1075,1041,1128,930,978,1080,1149,415,548,510,1547,1627,991,678,1,1325,1247,1292,1,18:47
2024-25,1630166,Deni Avdija,Deni,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,23.0,0.276,0.238,0.233,0.125,0.176,0.0,0.333,0.25,0.133,0.158,0.286,0.6,0.2,0.0,0.0,0.333,0.0,0.212,1,1040,1040,1040,1010,302,621,601,983,1034,1080,363,592,1236,1138,463,1999,736,678,1,1628,1437,771,1,23:00
2024-25,1631120,JD Davison,JD,1610612738,BOS,Boston Celtics,0022400132,2024-11-01T00:00:00,BOS @ CHA,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,2073,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,0:34
2024-25,203501,Tim Hardaway Jr.,Tim,1610612765,DET,Detroit Pistons,0022400134,2024-11-01T00:00:00,DET vs. NYK,L,25.0,0.185,0.125,0.22,0.25,0.412,0.0,0.0,0.5,0.0,0.056,0.214,0.1,0.0,0.0,0.0,0.25,0.5,0.136,1,1040,1040,1040,922,916,1312,707,567,131,1080,1149,168,1719,1733,726,873,991,678,1,1325,65,1286,1,24:34
2024-25,1631099,Keegan Murray,Keegan,1610612758,SAC,Sacramento Kings,0022400135,2024-11-01T00:00:00,SAC @ ATL,W,39.0,0.131,0.162,0.16,0.111,0.222,0.053,0.045,0.3,0.233,0.25,0.13,0.083,0.0,0.333,0.0,0.167,0.111,0.137,1,1,1,1,70,1462,1098,1238,1027,775,1073,1144,544,712,608,1106,820,991,376,1,913,1185,1275,1,38:52
2024-25,1629028,Deandre Ayton,Deandre,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,28.0,0.188,0.28,0.229,0.0,0.0,0.0,0.0,0.6,0.125,0.238,0.118,0.133,0.333,0.0,0.0,0.125,0.308,0.209,1,1040,1040,1040,703,893,434,630,1135,1613,1080,1149,133,1274,685,1165,1020,352,678,1,734,427,781,1,28:04
2024-25,1627751,Jakob Pöltl,Jakob,1610612761,TOR,Toronto Raptors,0022400137,2024-11-01T00:00:00,TOR vs. LAL,L,35.0,0.178,0.225,0.173,0.0,0.0,0.333,0.333,0.545,0.286,0.375,0.214,0.333,0.0,0.6,0.0,0.167,0.222,0.209,1,1040,1040,1040,246,998,702,1121,1135,1613,378,363,165,460,231,726,1627,991,177,1,913,697,782,1,35:06
2024-25,1630703,Scoot Henderson,Scoot,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,25.0,0.18,0.176,0.186,0.167,0.222,0.067,0.095,0.125,0.182,0.158,0.455,0.286,0.0,0.0,0.0,0.167,0.071,0.145,1,1040,1040,1040,921,971,1003,1006,846,775,1050,1062,952,961,1138,165,1559,991,678,1,913,1376,1223,1,24:36
2024-25,1630543,Isaiah Jackson,Isaiah,1610612754,IND,Indiana Pacers,0022400138,2024-11-01T00:00:00,IND @ NOP,L,16.0,0.095,0.167,0.088,0.0,0.0,0.0,0.4,0.0,0.444,0.4,0.071,0.0,0.0,1.0,0.0,0.333,0.25,0.14,1,1040,1040,1040,1452,1743,1041,1769,1135,1613,1080,263,1085,140,185,1438,1,991,1,1,1628,567,1262,1,15:35
2024-25,1630631,Jose Alvarado,Jose,1610612740,NOP,New Orleans Pelicans,0022400138,2024-11-01T00:00:00,NOP vs. IND,W,32.0,0.156,0.152,0.194,0.286,0.278,0.0,0.0,0.143,0.25,0.222,0.318,0.0,0.333,0.0,0.0,0.364,0.0,0.14,1,1,1,1,415,1222,1159,944,508,531,1080,1149,896,584,747,397,1,352,678,1,1756,1437,1262,1,32:25
2024-25,1629674,Neemias Queta,Neemias,1610612738,BOS,Boston Celtics,0022400132,2024-11-01T00:00:00,BOS @ CHA,W,24.0,0.14,0.375,0.162,0.0,0.0,0.0,0.0,0.667,0.133,0.286,0.125,0.286,0.0,0.0,0.0,0.4,0.143,0.207,1,1,1,1,929,1385,130,1218,1135,1613,1080,1149,93,1236,464,1114,1559,991,678,1,1811,1029,791,1,24:29
2024-25,1629014,Anfernee Simons,Anfernee,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,28.0,0.167,0.045,0.148,0.111,0.136,0.545,0.462,0.0,0.222,0.16,0.429,0.167,0.0,1.0,0.429,0.0,0.176,0.141,1,1040,1040,1040,676,1092,1709,1326,1027,1250,131,214,1085,754,1128,196,1120,991,1,1741,1,919,1255,1,28:29
2024-25,1630540,Miles McBride,Miles,1610612752,NYK,New York Knicks,0022400134,2024-11-01T00:00:00,NYK @ DET,W,28.0,0.171,0.143,0.197,0.2,0.348,0.0,0.143,0.111,0.095,0.1,0.182,0.0,0.5,0.0,0.167,0.167,0.125,0.141,1,1,1,1,690,1064,1190,913,737,278,1080,921,994,1470,1492,854,1,126,678,1408,913,1108,1253,1,28:19
2024-25,1641730,Noah Clowney,Noah,1610612751,BKN,Brooklyn Nets,0022400136,2024-11-01T00:00:00,BKN vs. CHI,W,15.0,0.158,0.143,0.125,0.0,0.2,1.0,1.0,0.4,0.167,0.235,0.1,0.0,0.0,1.0,0.0,0.0,0.333,0.206,1,1,1,1,1483,1190,1190,1513,1135,886,1,1,340,1017,696,1259,1,991,1,1,1,302,798,1,15:07
2024-25,1630581,Josh Giddey,Josh,1610612741,CHI,Chicago Bulls,0022400136,2024-11-01T00:00:00,CHI @ BKN,L,33.0,0.277,0.185,0.274,0.0,0.148,0.071,0.222,0.375,0.143,0.207,0.5,0.333,0.4,0.0,0.25,0.1,0.214,0.141,1,1040,1040,1040,355,298,940,356,1135,1192,1037,666,393,1167,833,89,1627,294,678,1494,616,739,1250,1,33:22
2024-25,1641717,Cason Wallace,Cason,1610612760,OKC,Oklahoma City Thunder,0022400140,2024-11-01T00:00:00,OKC @ POR,W,23.0,0.14,0.227,0.152,0.3,0.208,0.0,0.0,0.0,0.063,0.042,0.231,0.2,0.167,0.25,0.0,0.0,0.0,0.203,1,1,1,1,1023,1385,682,1295,484,860,1080,1149,1085,1630,1776,661,1234,824,513,1,1,1437,820,1,22:46
2024-25,1630596,Evan Mobley,Evan,1610612739,CLE,Cleveland Cavaliers,0022400133,2024-11-01T00:00:00,CLE vs. ORL,W,30.0,0.2,0.222,0.208,0.111,0.125,0.167,0.143,0.25,0.393,0.375,0.25,0.273,0.2,0.333,0.0,0.083,0.444,0.203,1,1,1,1,584,751,703,820,1027,1293,793,921,592,209,231,556,1536,736,376,1,557,141,822,1,29:45
2024-25,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,Los Angeles Lakers,0022400137,2024-11-01T00:00:00,LAL @ TOR,W,32.0,0.205,0.212,0.22,0.429,0.316,0.095,0.087,0.0,0.115,0.107,0.24,0.25,0.0,0.0,0.0,0.444,0.056,0.202,1,1,1,1,411,720,773,702,253,378,996,1083,1085,1350,1464,636,1404,991,678,1,1904,1420,826,1,32:28
2024-25,1631111,Wendell Moore Jr.,Wendell,1610612765,DET,Detroit Pistons,0022400134,2024-11-01T00:00:00,DET vs. NYK,L,6.0,0.167,0.25,0.111,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.2,1,1040,1040,1040,1816,1092,537,1612,1135,1613,1080,1149,1085,584,843,89,1903,991,678,1,1,1437,828,1,5:30
2024-25,1627827,Dorian Finney-Smith,Dorian,1610612751,BKN,Brooklyn Nets,0022400136,2024-11-01T00:00:00,BKN vs. CHI,W,28.0,0.131,0.138,0.151,0.143,0.174,0.0,0.0,0.5,0.19,0.217,0.0,0.0,0.25,0.25,0.0,0.357,0.143,0.127,1,1,1,1,737,1463,1253,1311,930,1049,1080,1149,168,926,779,1547,1,582,513,1,1746,1029,1346,1,27:35
2024-25,1629021,Moritz Wagner,Moritz,1610612753,ORL,Orlando Magic,0022400133,2024-11-01T00:00:00,ORL @ CLE,L,28.0,0.212,0.208,0.176,0.0,0.167,0.444,0.538,0.0,0.294,0.238,0.0,0.222,0.286,0.0,0.0,0.0,0.333,0.237,1,1040,1040,1040,739,657,788,1091,1135,1072,228,118,1085,438,685,1547,1353,541,678,1,1,302,615,1,27:34
2024-25,1628384,OG Anunoby,OG,1610612752,NYK,New York Knicks,0022400134,2024-11-01T00:00:00,NYK @ DET,W,33.0,0.2,0.229,0.217,0.2,0.179,0.5,0.286,0.25,0.091,0.133,0.25,0.0,0.167,0.0,0.2,0.0,0.143,0.236,1,1,1,1,395,751,678,724,737,1033,149,505,592,1484,1293,556,1,824,678,1442,1,1029,621,1,32:46
2024-25,1630625,Dalano Banton,Dalano,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,9.0,0.4,0.333,0.214,0.0,0.0,0.833,0.778,0.0,0.0,0.0,0.5,0.667,0.0,0.333,0.0,0.333,0.714,0.407,1,1040,1040,1040,1706,29,200,746,1135,1613,36,36,1085,1719,1818,89,2014,991,376,1,1628,23,73,1,9:15
2024-25,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,Toronto Raptors,0022400137,2024-11-01T00:00:00,TOR vs. LAL,L,21.0,0.115,0.1,0.122,0.0,0.067,0.222,0.273,0.4,0.167,0.273,0.273,0.0,0.667,0.0,0.0,0.357,0.182,0.113,1,1040,1040,1040,1124,1613,1461,1543,1135,1540,648,548,340,1017,532,507,1,78,678,1,1746,887,1448,1,20:57
2024-25,1630241,Sam Merrill,Sam,1610612739,CLE,Cleveland Cavaliers,0022400133,2024-11-01T00:00:00,CLE vs. ORL,W,20.0,0.064,0.118,0.088,0.286,0.2,0.0,0.0,0.0,0.095,0.087,0.077,0.0,0.0,0.0,0.0,0.3,0.0,0.113,1,1,1,1,1181,1915,1373,1769,508,886,1080,1149,1085,1470,1578,1403,1,991,678,1,1570,1437,1448,1,20:04
2024-25,1629652,Luguentz Dort,Luguentz,1610612760,OKC,Oklahoma City Thunder,0022400140,2024-11-01T00:00:00,OKC @ POR,W,25.0,0.145,0.107,0.173,0.1,0.16,0.25,0.2,0.143,0.235,0.208,0.125,0.0,0.364,0.333,0.0,0.077,0.333,0.114,1,1,1,1,865,1337,1434,1117,1060,1137,557,727,896,695,825,1114,1,348,376,1,539,302,1442,1,25:28
2024-25,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,Minnesota Timberwolves,0022400139,2024-11-01T00:00:00,MIN vs. DEN,W,24.0,0.121,0.083,0.14,0.182,0.2,0.182,0.154,0.0,0.1,0.08,0.278,0.0,0.6,0.2,0.0,0.143,0.083,0.114,1,1,1,1,977,1561,1541,1407,820,886,752,895,1085,1424,1607,501,1,104,590,1,816,1315,1442,1,23:38
2024-25,1631096,Chet Holmgren,Chet,1610612760,OKC,Oklahoma City Thunder,0022400140,2024-11-01T00:00:00,OKC @ POR,W,18.0,0.175,0.053,0.1,0.0,0.133,0.571,0.5,0.0,0.067,0.063,0.3,0.333,0.25,1.0,0.0,0.444,0.333,0.115,1,1,1,1,1302,1029,1679,1684,1135,1263,109,132,1085,1605,1690,437,1627,582,1,1,1904,302,1433,1,18:23
2024-25,203484,Kentavious Caldwell-Pope,Kentavious,1610612753,ORL,Orlando Magic,0022400133,2024-11-01T00:00:00,ORL @ CLE,L,28.0,0.061,0.083,0.06,0.333,0.154,0.222,0.154,0.0,0.059,0.048,0.067,0.0,0.143,0.0,0.0,0.25,0.083,0.117,1,1040,1040,1040,741,1923,1541,1869,362,1155,648,895,1085,1648,1762,1459,1,885,678,1,1325,1315,1421,1,27:30
2024-25,1628370,Malik Monk,Malik,1610612758,SAC,Sacramento Kings,0022400135,2024-11-01T00:00:00,SAC @ ATL,W,29.0,0.164,0.12,0.17,0.0,0.158,0.143,0.174,0.0,0.143,0.121,0.4,0.143,0.0,0.0,0.5,0.0,0.143,0.117,1,1,1,1,645,1139,1364,1143,1135,1147,857,839,1085,1167,1380,236,1030,991,678,1748,1,1029,1418,1,28:53
2024-25,203991,Clint Capela,Clint,1610612737,ATL,Atlanta Hawks,0022400135,2024-11-01T00:00:00,ATL vs. SAC,L,29.0,0.134,0.28,0.155,0.0,0.0,0.5,0.333,0.5,0.368,0.4,0.053,0.0,0.0,0.0,0.25,0.267,0.182,0.231,1,1040,1040,1040,649,1423,434,1278,1135,1613,149,363,168,248,185,1517,1,991,678,1494,1452,887,640,1,28:48
2024-25,1630171,Isaac Okoro,Isaac,1610612739,CLE,Cleveland Cavaliers,0022400133,2024-11-01T00:00:00,CLE vs. ORL,W,19.0,0.19,0.2,0.206,0.5,0.308,0.2,0.333,0.25,0.0,0.056,0.0,0.0,1.0,0.0,0.5,0.0,0.167,0.231,1,1,1,1,1229,872,812,835,111,406,694,363,592,1719,1733,1547,1,1,678,1748,1,933,640,1,19:22
2024-25,1631172,Ousmane Dieng,Ousmane,1610612760,OKC,Oklahoma City Thunder,0022400140,2024-11-01T00:00:00,OKC @ POR,W,19.0,0.22,0.2,0.256,0.143,0.263,0.25,0.2,0.143,0.222,0.188,0.154,0.0,0.0,0.5,0.0,0.2,0.222,0.2,1,1,1,1,1232,608,812,443,930,592,557,727,896,754,948,986,1,991,193,1,1089,697,828,1,19:20
2024-25,1630558,Davion Mitchell,Davion,1610612761,TOR,Toronto Raptors,0022400137,2024-11-01T00:00:00,TOR vs. LAL,L,31.0,0.154,0.111,0.13,0.222,0.24,0.0,0.0,0.0,0.158,0.1,0.192,0.5,0.0,0.5,0.5,0.222,0.222,0.118,1,1040,1040,1040,511,1241,1392,1483,705,704,1080,1149,1085,1103,1492,835,1903,991,193,1748,1237,697,1408,1,30:56
2024-25,1629660,Ty Jerome,Ty,1610612739,CLE,Cleveland Cavaliers,0022400133,2024-11-01T00:00:00,CLE vs. ORL,W,21.0,0.2,0.143,0.22,0.111,0.167,0.25,0.222,0.0,0.4,0.316,0.133,0.0,0.5,0.0,0.0,0.0,0.125,0.153,1,1,1,1,1122,751,1190,707,1027,1072,557,666,1085,180,389,1084,1,126,678,1,1,1108,1175,1,20:59
2024-25,1628973,Jalen Brunson,Jalen,1610612752,NYK,New York Knicks,0022400134,2024-11-01T00:00:00,NYK @ DET,W,31.0,0.338,0.412,0.349,0.462,0.32,0.4,0.5,0.0,0.045,0.037,0.227,0.333,0.182,0.0,0.25,0.286,0.429,0.419,1,1,1,1,529,72,89,114,228,365,281,132,1085,1690,1791,684,1627,814,678,1494,1513,157,66,1,30:39
2024-25,1641724,Jett Howard,Jett,1610612753,ORL,Orlando Magic,0022400133,2024-11-01T00:00:00,ORL @ CLE,L,17.0,0.171,0.2,0.212,0.375,0.333,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.2,1,1040,1040,1040,1347,1073,812,775,318,289,1080,1149,1085,414,608,1547,1,991,376,1,1,1437,828,1,17:27
2024-25,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022400139,2024-11-01T00:00:00,DEN @ MIN,L,36.0,0.159,0.152,0.169,0.125,0.15,0.167,0.136,0.222,0.192,0.2,0.083,0.182,0.0,0.0,0.4,0.444,0.118,0.152,1,1040,1040,1040,202,1184,1159,1149,983,1183,793,955,715,919,843,1370,1201,991,678,1718,1904,1172,1178,1,35:45
2024-25,1641766,Adama Sanogo,Adama,1610612741,CHI,Chicago Bulls,0022400136,2024-11-01T00:00:00,CHI @ BKN,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1040,1040,1040,2076,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,0:29
2024-25,1627732,Ben Simmons,Ben,1610612751,BKN,Brooklyn Nets,0022400136,2024-11-01T00:00:00,BKN vs. CHI,W,26.0,0.138,0.143,0.1,0.0,0.0,0.0,0.0,0.0,0.364,0.364,0.458,0.75,0.0,0.4,0.0,0.3,0.333,0.119,1,1,1,1,857,1399,1190,1684,1135,1613,1080,1149,1085,249,256,164,2040,991,355,1,1570,302,1401,1,25:34
2024-25,1641716,Jarace Walker,Jarace,1610612754,IND,Indiana Pacers,0022400138,2024-11-01T00:00:00,IND @ NOP,L,14.0,0.188,0.25,0.231,0.5,0.333,0.0,0.0,0.333,0.111,0.167,0.143,0.0,0.5,0.0,1.0,0.25,0.286,0.227,1,1040,1040,1040,1568,897,537,613,111,289,1080,1149,415,1360,1064,1029,1,126,678,1988,1325,482,660,1,13:30
2024-25,1627936,Alex Caruso,Alex,1610612760,OKC,Oklahoma City Thunder,0022400140,2024-11-01T00:00:00,OKC @ POR,W,17.0,0.114,0.158,0.135,0.0,0.095,0.0,0.0,0.167,0.182,0.176,0.154,0.0,0.0,0.0,0.0,0.333,0.0,0.12,1,1,1,1,1353,1620,1115,1443,1135,1436,1080,1149,818,961,1025,986,1,991,678,1,1628,1437,1395,1,17:23
2024-25,1630531,Jaden Springer,Jaden,1610612738,BOS,Boston Celtics,0022400132,2024-11-01T00:00:00,BOS @ CHA,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,2073,1967,1738,1925,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,1787,1,0:34
2024-25,1641712,Rayan Rupert,Rayan,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,23.0,0.164,0.25,0.225,0.5,0.368,0.0,0.0,0.0,0.182,0.125,0.0,0.0,0.25,0.333,0.25,0.2,0.0,0.226,1,1040,1040,1040,1018,1144,537,667,111,214,1080,1149,1085,961,1337,1547,1,582,376,1494,1089,1437,668,1,22:52
2024-25,1629661,Cameron Johnson,Cameron,1610612751,BKN,Brooklyn Nets,0022400136,2024-11-01T00:00:00,BKN vs. CHI,W,32.0,0.16,0.156,0.18,0.222,0.269,0.2,0.182,0.0,0.261,0.222,0.227,0.0,0.125,0.0,0.0,0.091,0.2,0.169,1,1,1,1,453,1179,1126,1056,705,566,694,797,1085,571,747,684,1,927,678,1,582,769,1053,1,31:45
2024-25,1628978,Donte DiVincenzo,Donte,1610612750,MIN,Minnesota Timberwolves,0022400139,2024-11-01T00:00:00,MIN vs. DEN,W,25.0,0.177,0.095,0.159,0.25,0.318,0.125,0.182,0.167,0.35,0.308,0.375,0.273,0.25,0.0,0.0,0.083,0.308,0.121,1,1,1,1,896,1002,1501,1244,567,370,905,797,818,281,405,271,1536,582,678,1,557,427,1390,1,24:56
2024-25,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022400134,2024-11-01T00:00:00,DET vs. NYK,L,18.0,0.146,0.143,0.074,0.0,0.0,0.333,0.5,0.5,0.545,0.538,0.286,0.25,0.0,0.5,0.0,0.25,0.4,0.152,1,1040,1040,1040,1304,1323,1190,1827,1135,1613,378,132,168,42,41,463,1404,991,193,1,1325,186,1183,1,18:19
2024-25,1641842,Ronald Holland II,Ronald,1610612765,DET,Detroit Pistons,0022400134,2024-11-01T00:00:00,DET vs. NYK,L,22.0,0.184,0.235,0.162,0.0,0.125,0.5,0.333,0.0,0.167,0.125,0.1,0.3,0.333,0.0,0.0,0.167,0.111,0.225,1,1040,1040,1040,1037,936,636,1218,1135,1293,149,363,1085,1017,1337,1259,1592,352,678,1,913,1185,674,1,22:27
2024-25,1630163,LaMelo Ball,LaMelo,1610612766,CHA,Charlotte Hornets,0022400132,2024-11-01T00:00:00,CHA vs. BOS,L,31.0,0.405,0.429,0.431,0.417,0.467,0.667,0.5,0.0,0.1,0.083,0.308,0.4,0.2,0.0,0.333,0.286,0.3,0.437,1,1040,1040,1040,502,27,70,37,272,86,55,132,1085,1424,1589,417,1812,736,678,1592,1513,444,54,1,31:08
2024-25,202699,Tobias Harris,Tobias,1610612765,DET,Detroit Pistons,0022400134,2024-11-01T00:00:00,DET vs. NYK,L,26.0,0.207,0.208,0.182,0.143,0.111,0.667,0.5,0.0,0.4,0.364,0.231,0.25,0.333,0.75,0.5,0.167,0.2,0.224,1,1040,1040,1040,859,705,788,1032,930,1371,55,132,1085,180,256,661,1404,352,131,1748,913,769,679,1,25:33
2024-25,202684,Tristan Thompson,Tristan,1610612739,CLE,Cleveland Cavaliers,0022400133,2024-11-01T00:00:00,CLE vs. ORL,W,4.0,0.222,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,1,1,1,1,1896,583,12,135,1135,1613,1080,1149,1085,1719,1818,1547,1,991,678,1,1,1437,47,1,3:58
2024-25,1641722,Jordan Hawkins,Jordan,1610612740,NOP,New Orleans Pelicans,0022400138,2024-11-01T00:00:00,NOP vs. IND,W,37.0,0.217,0.175,0.218,0.167,0.308,0.636,0.533,0.0,0.16,0.111,0.048,0.0,0.0,0.0,0.0,0.1,0.333,0.223,1,1,1,1,162,628,1023,723,846,406,84,121,1085,1097,1427,1532,1,991,678,1,616,302,686,1,36:43
2024-25,1631247,Luke Travers,Luke,1610612739,CLE,Cleveland Cavaliers,0022400133,2024-11-01T00:00:00,CLE vs. ORL,W,4.0,0.222,0.333,0.167,0.0,0.0,0.667,0.5,1.0,0.5,0.667,0.667,0.0,0.0,1.0,0.0,0.0,0.5,0.444,1,1,1,1,1896,583,200,1157,1135,1613,55,132,1,51,20,30,1,991,1,1,1,65,47,1,3:58
2024-25,1629651,Nic Claxton,Nic,1610612751,BKN,Brooklyn Nets,0022400136,2024-11-01T00:00:00,BKN vs. CHI,W,24.0,0.155,0.25,0.17,0.0,0.0,0.0,0.0,0.444,0.294,0.346,0.167,0.143,0.2,0.0,0.0,0.364,0.111,0.2,1,1,1,1,930,1233,537,1138,1135,1613,1080,1149,309,438,295,916,1030,736,678,1,1756,1185,828,1,24:28
2024-25,1630533,Ziaire Williams,Ziaire,1610612751,BKN,Brooklyn Nets,0022400136,2024-11-01T00:00:00,BKN vs. CHI,W,20.0,0.196,0.25,0.231,0.0,0.167,0.0,0.0,0.143,0.125,0.13,0.0,0.0,0.333,0.0,0.5,0.3,0.143,0.222,1,1,1,1,1218,827,537,613,1135,1072,1080,1149,896,1274,1317,1547,1,352,678,1748,1570,1029,687,1,19:31
2024-25,1626166,Cameron Payne,Cameron,1610612752,NYK,New York Knicks,0022400134,2024-11-01T00:00:00,NYK @ DET,W,12.0,0.182,0.154,0.2,0.0,0.182,0.0,0.0,0.0,0.143,0.071,0.375,0.0,0.0,0.0,0.0,0.4,0.0,0.125,1,1,1,1,1624,943,1134,859,1135,998,1080,1149,1085,1167,1643,271,1,991,678,1,1811,1437,1350,1,12:15
2024-25,1628401,Derrick White,Derrick,1610612738,BOS,Boston Celtics,0022400132,2024-11-01T00:00:00,BOS @ CHA,W,35.0,0.195,0.188,0.246,0.333,0.345,0.074,0.061,0.0,0.077,0.059,0.313,0.0,0.125,0.25,0.5,0.4,0.043,0.17,1,1,1,1,251,831,915,521,362,286,1035,1130,1085,1560,1709,410,1,927,513,1748,1811,1433,1047,1,35:05
2024-25,1628404,Josh Hart,Josh,1610612752,NYK,New York Knicks,0022400134,2024-11-01T00:00:00,NYK @ DET,W,37.0,0.132,0.143,0.111,0.063,0.094,0.0,0.0,0.3,0.261,0.273,0.133,0.429,0.154,0.0,0.111,0.2,0.0,0.126,1,1,1,1,137,1454,1190,1612,1133,1445,1080,1149,544,571,532,1084,1861,883,678,1387,1089,1437,1349,1,37:06
2024-25,1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,Atlanta Hawks,0022400135,2024-11-01T00:00:00,ATL vs. SAC,L,19.0,0.146,0.25,0.147,0.0,0.056,0.25,0.267,0.5,0.231,0.267,0.091,0.0,0.25,0.333,0.0,0.286,0.2,0.22,1,1040,1040,1040,1244,1332,537,1336,1135,1566,557,558,168,715,561,1322,1,582,376,1,1513,769,709,1,19:12
2024-25,1631200,Kris Murray,Kris,1610612757,POR,Portland Trail Blazers,0022400140,2024-11-01T00:00:00,POR vs. OKC,L,22.0,0.196,0.167,0.194,0.143,0.176,0.143,0.217,0.167,0.25,0.214,0.0,0.167,0.333,0.0,0.0,0.3,0.188,0.158,1,1040,1040,1040,1049,820,1041,935,930,1034,857,709,818,584,794,1547,1120,352,678,1,1570,874,1132,1,22:16
2024-25,1642349,Ajay Mitchell,Ajay,1610612760,OKC,Oklahoma City Thunder,0022400140,2024-11-01T00:00:00,OKC @ POR,W,17.0,0.156,0.176,0.171,0.25,0.167,0.0,0.0,0.286,0.0,0.087,0.2,0.25,0.0,0.0,0.333,0.267,0.125,0.16,1,1,1,1,1360,1224,1003,1128,567,1072,1080,1149,555,1719,1578,760,1404,991,678,1592,1452,1108,1112,1,17:13
2024-25,1630595,Cade Cunningham,Cade,1610612765,DET,Detroit Pistons,0022400134,2024-11-01T00:00:00,DET vs. NYK,L,32.0,0.278,0.345,0.339,0.222,0.182,0.0,0.0,0.0,0.3,0.261,0.353,0.083,0.0,0.167,0.333,0.143,0.0,0.314,1,1040,1040,1040,437,293,188,128,705,998,1080,1149,1085,414,588,314,820,991,628,1592,816,1437,281,1,32:04
2024-25,1630591,Jalen Suggs,Jalen,1610612753,ORL,Orlando Magic,0022400133,2024-11-01T00:00:00,ORL @ CLE,L,37.0,0.299,0.333,0.299,0.125,0.28,0.467,0.381,0.167,0.292,0.267,0.368,0.3,0.333,0.5,0.0,0.154,0.563,0.337,1,1040,1040,1040,169,197,200,258,983,527,215,307,818,448,561,290,1592,352,193,1,880,54,199,1,36:34
