,PERSON_ID,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,PLAYER_SLUG,TEAM_ID,TEAM_SLUG,IS_DEFUNCT,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,ROSTER_STATUS,PTS,REB,AST,STATS_TIMEFRAME,FROM_YEAR,TO_YEAR
0,76001,Abdelnaby,Alaa,alaa-abdelnaby,1610612757,blazers,False,Portland,Trail Blazers,POR,30.0,F,82.0,240.0,Duke,USA,1990.0,1.0,25.0,,5.7,3.3,0.3,Career,1990,1994
1,76002,Abdul-Aziz,Zaid,zaid-abdul-aziz,1610612745,rockets,False,Houston,Rockets,HOU,54.0,C,81.0,235.0,Iowa State,USA,1968.0,1.0,5.0,,9.0,8.0,1.2,Career,1968,1977
2,76003,Abdul-Jabbar,Kareem,kareem-abdul-jabbar,1610612747,lakers,False,Los Angeles,Lakers,LAL,33.0,C,86.0,225.0,UCLA,USA,1969.0,1.0,1.0,,24.6,11.2,3.6,Career,1969,1988
3,51,Abdul-Rauf,Mahmoud,mahmoud-abdul-rauf,1610612743,nuggets,False,Denver,Nuggets,DEN,1.0,G,73.0,162.0,Louisiana State,USA,1990.0,1.0,3.0,,14.6,1.9,3.5,Career,1990,2000
4,1505,Abdul-Wahad,Tariq,tariq-abdul-wahad,1610612758,kings,False,Sacramento,Kings,SAC,9.0,F-G,78.0,235.0,San Jose State,France,1997.0,1.0,11.0,,7.8,3.3,1.1,Career,1997,2003
5,949,Abdur-Rahim,Shareef,shareef-abdur-rahim,1610612763,grizzlies,False,Memphis,Grizzlies,MEM,3.0,F,81.0,245.0,California,USA,1996.0,1.0,3.0,,18.1,7.5,2.5,Career,1996,2007
6,76005,Abernethy,Tom,tom-abernethy,1610612744,warriors,False,Golden State,Warriors,GSW,5.0,F,79.0,220.0,Indiana,USA,1976.0,3.0,43.0,,5.6,3.2,1.2,Career,1976,1980
7,76006,Able,Forest,forest-able,1610612755,sixers,False,Philadelphia,76ers,PHI,6.0,G,75.0,180.0,Western Kentucky,USA,1956.0,,,,0.0,1.0,1.0,Career,1956,1956
8,76007,Abramovic,John,john-abramovic,1610610031,,True,Pittsburgh,Ironmen,PIT,,F,75.0,195.0,Salem,USA,,,,,9.5,,0.7,Career,1946,1947
9,203518,Abrines,Alex,alex-abrines,1610612760,thunder,False,Oklahoma City,Thunder,OKC,8.0,G,78.0,190.0,FC Barcelona,Spain,2013.0,2.0,32.0,,5.3,1.4,0.5,Career,2016,2018
10,1630173,Achiuwa,Precious,precious-achiuwa,1610612752,knicks,False,New York,Knicks,NYK,5.0,F,80.0,243.0,Memphis,Nigeria,2020.0,1.0,20.0,True,7.8,5.7,1.0,Career,2020,2024
11,101165,Acker,Alex,alex-acker,1610612746,clippers,False,LA,Clippers,LAC,3.0,G,77.0,185.0,Pepperdine,USA,2005.0,2.0,60.0,,2.7,1.0,0.5,Career,2005,2008
12,76008,Ackerman,Donald,donald-ackerman,1610612752,knicks,False,New York,Knicks,NYK,,G,72.0,183.0,Long Island-Brooklyn,USA,1953.0,2.0,,,1.5,0.5,0.8,Career,1953,1953
13,76009,Acres,Mark,mark-acres,1610612753,magic,False,Orlando,Magic,ORL,42.0,C,83.0,220.0,Oral Roberts,USA,1985.0,2.0,40.0,,3.6,4.1,0.5,Career,1987,1992
14,76010,Acton,Charles,charles-acton,1610612745,rockets,False,Houston,Rockets,HOU,24.0,F,78.0,210.0,Hillsdale,USA,,,,,3.3,2.0,0.5,Career,1967,1967
15,203112,Acy,Quincy,quincy-acy,1610612758,kings,False,Sacramento,Kings,SAC,13.0,F,79.0,240.0,Baylor,USA,2012.0,2.0,37.0,,4.9,3.5,0.6,Career,2012,2018
16,76011,Adams,Alvan,alvan-adams,1610612756,suns,False,Phoenix,Suns,PHX,33.0,C,81.0,210.0,Oklahoma,USA,1975.0,1.0,4.0,,14.1,7.0,4.1,Career,1975,1987
17,76012,Adams,Don,don-adams,1610612765,pistons,False,Detroit,Pistons,DET,10.0,F,79.0,210.0,Northwestern,USA,1970.0,8.0,120.0,,8.7,5.6,1.8,Career,1970,1976
18,200801,Adams,Hassan,hassan-adams,1610612751,nets,False,Brooklyn,Nets,BKN,8.0,F,76.0,220.0,Arizona,USA,2006.0,2.0,54.0,,2.5,1.2,0.2,Career,2006,2008
19,1629121,Adams,Jaylen,jaylen-adams,1610612737,hawks,False,Atlanta,Hawks,ATL,10.0,G,72.0,225.0,St. Bonaventure,USA,,,,,2.7,1.5,1.6,Career,2018,2020
20,203919,Adams,Jordan,jordan-adams,1610612763,grizzlies,False,Memphis,Grizzlies,MEM,3.0,G,77.0,209.0,UCLA,USA,2014.0,1.0,22.0,,3.2,0.9,0.6,Career,2014,2015
21,149,Adams,Michael,michael-adams,1610612743,nuggets,False,Denver,Nuggets,DEN,23.0,G,70.0,165.0,Boston College,USA,1985.0,3.0,66.0,,14.7,2.9,6.4,Career,1985,1995
22,203500,Adams,Steven,steven-adams,1610612745,rockets,False,Houston,Rockets,HOU,12.0,C,83.0,265.0,Pittsburgh,New Zealand,2013.0,1.0,12.0,True,6.0,3.0,0.0,Season,2013,2024
23,912,Addison,Rafael,rafael-addison,1610612751,nets,False,Brooklyn,Nets,BKN,7.0,F,80.0,241.0,Syracuse,USA,1986.0,2.0,39.0,,5.8,2.1,0.9,Career,1986,1996
24,1628389,Adebayo,Bam,bam-adebayo,1610612748,heat,False,Miami,Heat,MIA,13.0,C-F,81.0,255.0,Kentucky,USA,2017.0,1.0,14.0,True,11.0,8.7,2.7,Season,2017,2024
25,1629061,Adel,Deng,deng-adel,1610612739,cavaliers,False,Cleveland,Cavaliers,CLE,32.0,F,79.0,200.0,Louisville,South Sudan,2018.0,,,,1.7,1.0,0.3,Career,2018,2018
26,76015,Adelman,Rick,rick-adelman,1610612757,blazers,False,Portland,Trail Blazers,POR,5.0,G,74.0,175.0,Loyola-Marymount,USA,1968.0,7.0,79.0,,7.7,2.4,3.5,Career,1968,1974
27,202399,Adrien,Jeff,jeff-adrien,1610612766,hornets,False,Charlotte,Hornets,CHA,12.0,F,79.0,245.0,Connecticut,USA,,,,,4.6,4.3,0.7,Career,2010,2014
28,201167,Afflalo,Arron,arron-afflalo,1610612743,nuggets,False,Denver,Nuggets,DEN,4.0,G,77.0,210.0,UCLA,USA,2007.0,1.0,27.0,,10.8,2.9,1.8,Career,2007,2017
29,1630534,Agbaji,Ochai,ochai-agbaji,1610612761,raptors,False,Toronto,Raptors,TOR,30.0,G,77.0,215.0,Kansas,USA,2022.0,1.0,14.0,True,12.3,5.8,1.0,Season,2022,2024
30,200772,Ager,Maurice,maurice-ager,1610612742,mavericks,False,Dallas,Mavericks,DAL,13.0,F-G,77.0,202.0,Michigan State,USA,2006.0,1.0,28.0,,2.1,0.6,0.2,Career,2006,2010
31,76016,Aguirre,Mark,mark-aguirre,1610612742,mavericks,False,Dallas,Mavericks,DAL,7.0,F,78.0,232.0,DePaul,USA,1981.0,1.0,1.0,,20.0,5.0,3.1,Career,1981,1993
32,201336,Ahearn,Blake,blake-ahearn,1610612748,heat,False,Miami,Heat,MIA,2.0,G,74.0,190.0,Missouri State,USA,,,,,4.6,1.2,1.2,Career,2007,2011
33,76017,Ainge,Danny,danny-ainge,1610612738,celtics,False,Boston,Celtics,BOS,22.0,G,77.0,175.0,Brigham Young,USA,1981.0,2.0,31.0,,11.5,2.7,4.0,Career,1981,1994
34,201582,Ajinca,Alexis,alexis-ajinca,1610612740,pelicans,False,New Orleans,Pelicans,NOP,42.0,C,86.0,248.0,Hyeres-Toulon,France,2008.0,1.0,20.0,,5.3,3.9,0.5,Career,2008,2017
35,76018,Akin,Henry,henry-akin,1610612752,knicks,False,New York,Knicks,NYK,10.0,C,82.0,225.0,Morehead State,USA,1966.0,2.0,11.0,,3.5,2.1,0.5,Career,1966,1967
36,203006,Akognon,Josh,josh-akognon,1610612742,mavericks,False,Dallas,Mavericks,DAL,10.0,G,71.0,185.0,California State-Fullerton,USA,,,,,1.7,0.3,0.3,Career,2012,2012
37,1629152,Akoon-Purcell,DeVaughn,devaughn-akoon-purcell,1610612743,nuggets,False,Denver,Nuggets,DEN,44.0,G,77.0,201.0,Illinois State,Trinidad and Tobago,2016.0,,,,1.0,0.6,0.9,Career,2018,2018
38,202374,Alabi,Solomon,solomon-alabi,1610612761,raptors,False,Toronto,Raptors,TOR,50.0,C,85.0,252.0,Florida State,Nigeria,2010.0,2.0,50.0,,1.5,2.3,0.2,Career,2010,2011
39,76019,Alarie,Mark,mark-alarie,1610612764,wizards,False,Washington,Wizards,WAS,31.0,F,80.0,217.0,Duke,USA,1986.0,1.0,18.0,,7.5,3.4,1.1,Career,1986,1990
40,76020,Alcorn,Gary,gary-alcorn,1610612765,pistons,False,Detroit,Pistons,DET,24.0,C,81.0,225.0,Fresno State,USA,1959.0,3.0,16.0,,3.3,4.2,0.3,Career,1959,1960
41,1630583,Aldama,Santi,santi-aldama,1610612763,grizzlies,False,Memphis,Grizzlies,MEM,7.0,F-C,84.0,215.0,Loyola-Maryland,Spain,2021.0,1.0,30.0,True,15.5,7.5,4.3,Season,2021,2024
42,203128,Aldemir,Furkan,furkan-aldemir,1610612755,sixers,False,Philadelphia,76ers,PHI,19.0,F-C,82.0,240.0,Galatasaray,Turkey,2012.0,2.0,53.0,,2.3,4.3,0.7,Career,2014,2014
43,202332,Aldrich,Cole,cole-aldrich,1610612752,knicks,False,New York,Knicks,NYK,45.0,C,83.0,253.0,Kansas,USA,2010.0,1.0,11.0,,3.1,3.3,0.5,Career,2010,2017
44,200746,Aldridge,LaMarcus,lamarcus-aldridge,1610612751,nets,False,Brooklyn,Nets,BKN,21.0,C-F,83.0,250.0,University of Texas at Austin,USA,2006.0,1.0,2.0,,19.1,8.1,1.9,Career,2006,2021
45,76021,Aleksinas,Chuck,chuck-aleksinas,1610612744,warriors,False,Golden State,Warriors,GSW,50.0,C,83.0,260.0,Connecticut,USA,1982.0,4.0,76.0,,5.1,3.6,0.5,Career,1984,1984
46,1626146,Alexander,Cliff,cliff-alexander,1610612757,blazers,False,Portland,Trail Blazers,POR,34.0,F,80.0,240.0,Kansas,USA,,,,,1.3,0.8,0.0,Career,2015,2015
47,724,Alexander,Cory,cory-alexander,1610612759,spurs,False,San Antonio,Spurs,SAS,12.0,G,73.0,190.0,Virginia,USA,1995.0,1.0,29.0,,5.5,1.6,2.7,Career,1995,2004
48,2042,Alexander,Courtney,courtney-alexander,1610612764,wizards,False,Washington,Wizards,WAS,32.0,G,77.0,205.0,Fresno State,USA,2000.0,1.0,13.0,,9.0,2.2,1.2,Career,2000,2003
49,76022,Alexander,Gary,gary-alexander,1610612739,cavaliers,False,Cleveland,Cavaliers,CLE,16.0,F,79.0,240.0,South Florida,USA,,,,,1.7,1.4,0.2,Career,1993,1993
50,201570,Alexander,Joe,joe-alexander,1610612749,bucks,False,Milwaukee,Bucks,MIL,20.0,F,80.0,230.0,West Virginia,USA,2008.0,1.0,8.0,,4.2,1.8,0.7,Career,2008,2009
51,1629734,Alexander,Kyle,kyle-alexander,1610612748,heat,False,Miami,Heat,MIA,17.0,F-C,82.0,216.0,Tennessee,Canada,,,,,1.0,1.5,0.0,Career,2019,2019
52,1641725,Alexander,Trey,trey-alexander,1610612743,nuggets,False,Denver,Nuggets,DEN,23.0,G,76.0,185.0,Creighton,USA,,,,True,0.0,1.0,0.0,Season,2024,2024
53,1630234,Alexander,Ty-Shon,ty-shon-alexander,1610612756,suns,False,Phoenix,Suns,PHX,0.0,G,75.0,195.0,Creighton,USA,,,,,0.6,0.7,0.4,Career,2020,2020
54,2349,Alexander,Victor,victor-alexander,1610612744,warriors,False,Golden State,Warriors,GSW,9.0,F,82.0,265.0,Iowa State,USA,1991.0,1.0,17.0,,8.9,4.8,0.9,Career,1991,2001
55,1629638,Alexander-Walker,Nickeil,nickeil-alexander-walker,1610612750,timberwolves,False,Minnesota,Timberwolves,MIN,9.0,G,77.0,205.0,Virginia Tech,Canada,2019.0,1.0,17.0,True,9.5,2.3,2.3,Season,2019,2024
56,76024,Alford,Steve,steve-alford,1610612742,mavericks,False,Dallas,Mavericks,DAL,4.0,G,74.0,183.0,Indiana,USA,1987.0,2.0,26.0,,4.4,0.9,1.0,Career,1987,1990
57,1628959,Alkins,Rawle,rawle-alkins,1610612741,bulls,False,Chicago,Bulls,CHI,20.0,G,77.0,225.0,Arizona,USA,,,,,3.7,2.6,1.3,Career,2018,2018
58,76028,Allen,Bob,bob-allen,1610612744,warriors,False,Golden State,Warriors,GSW,50.0,F,81.0,205.0,Marshall,USA,1968.0,6.0,71.0,,1.8,2.1,0.4,Career,1968,1968
59,1628960,Allen,Grayson,grayson-allen,1610612756,suns,False,Phoenix,Suns,PHX,8.0,G,76.0,198.0,Duke,USA,2018.0,1.0,21.0,True,5.5,1.5,1.5,Season,2018,2024
60,1628386,Allen,Jarrett,jarrett-allen,1610612739,cavaliers,False,Cleveland,Cavaliers,CLE,31.0,C,81.0,243.0,Texas,USA,2017.0,1.0,22.0,True,17.3,9.5,1.3,Season,2017,2024
61,706,Allen,Jerome,jerome-allen,1610612754,pacers,False,Indiana,Pacers,IND,53.0,G,76.0,184.0,Pennsylvania,USA,1995.0,2.0,49.0,,2.9,1.1,1.7,Career,1995,1996
62,1628443,Allen,Kadeem,kadeem-allen,1610612752,knicks,False,New York,Knicks,NYK,0.0,G,75.0,200.0,Arizona,USA,2017.0,2.0,53.0,,5.5,1.5,2.3,Career,2017,2019
63,202730,Allen,Lavoy,lavoy-allen,1610612754,pacers,False,Indiana,Pacers,IND,5.0,F-C,81.0,260.0,Temple,USA,2011.0,2.0,50.0,,4.8,4.8,1.0,Career,2011,2016
64,76027,Allen,Lucius,lucius-allen,1610612749,bucks,False,Milwaukee,Bucks,MIL,42.0,G,74.0,175.0,UCLA,USA,1969.0,1.0,3.0,,13.4,3.1,4.5,Career,1969,1978
65,2124,Allen,Malik,malik-allen,1610612748,heat,False,Miami,Heat,MIA,35.0,F,82.0,255.0,Villanova,USA,,,,,4.9,2.8,0.5,Career,2001,2010
66,76025,Allen,Randy,randy-allen,1610612758,kings,False,Sacramento,Kings,SAC,33.0,F,80.0,220.0,Florida State,USA,,,,,3.6,2.1,0.3,Career,1988,1989
67,951,Allen,Ray,ray-allen,1610612749,bucks,False,Milwaukee,Bucks,MIL,34.0,G,77.0,205.0,Connecticut,USA,1996.0,1.0,5.0,,18.9,4.1,3.4,Career,1996,2013
68,1641851,Allen,Timmy,timmy-allen,1610612763,grizzlies,False,Memphis,Grizzlies,MEM,,F,78.0,210.0,Texas,USA,,,,,2.6,3.4,1.0,Career,2023,2023
69,2754,Allen,Tony,tony-allen,1610612763,grizzlies,False,Memphis,Grizzlies,MEM,9.0,G-F,76.0,213.0,Oklahoma State,USA,2004.0,1.0,25.0,,8.1,3.5,1.3,Career,2004,2017
70,76029,Allison,Odis,odis-allison,1610612744,warriors,False,Golden State,Warriors,GSW,22.0,F,78.0,195.0,UNLV,USA,1971.0,5.0,76.0,,1.9,1.3,0.3,Career,1971,1971
71,200984,Allred,Lance,lance-allred,1610612739,cavaliers,False,Cleveland,Cavaliers,CLE,41.0,C,83.0,250.0,Weber State,USA,,,,,1.0,0.3,0.0,Career,2007,2007
72,76030,Allums,Darrell,darrell-allums,1610612742,mavericks,False,Dallas,Mavericks,DAL,32.0,F,80.0,220.0,UCLA,USA,1980.0,5.0,103.0,,2.7,3.0,1.1,Career,1980,1980
73,201165,Almond,Morris,morris-almond,1610612762,jazz,False,Utah,Jazz,UTA,21.0,G,78.0,225.0,Rice,USA,2007.0,1.0,25.0,,3.1,1.2,0.3,Career,2007,2011
74,308,Alston,Derrick,derrick-alston,1610612755,sixers,False,Philadelphia,76ers,PHI,21.0,F,83.0,225.0,Duquesne,USA,1994.0,2.0,33.0,,5.4,3.8,0.7,Career,1994,1996
75,1747,Alston,Rafer,rafer-alston,1610612745,rockets,False,Houston,Rockets,HOU,11.0,G,74.0,175.0,Fresno State,USA,1998.0,2.0,39.0,,10.1,2.8,4.8,Career,1999,2009
76,1824,Aluma,Peter,peter-aluma,1610612758,kings,False,Sacramento,Kings,SAC,43.0,C,82.0,260.0,Liberty,USA,,,,,1.0,1.0,0.0,Career,1998,1998
77,1630631,Alvarado,Jose,jose-alvarado,1610612740,pelicans,False,New Orleans,Pelicans,NOP,15.0,G,72.0,179.0,Georgia Tech,USA,,,,True,3.0,0.5,3.8,Season,2021,2024
78,680,Amaechi,John,john-amaechi,1610612753,magic,False,Orlando,Magic,ORL,13.0,F-C,82.0,270.0,Penn State,United Kingdom,,,,,6.2,2.6,0.8,Career,1995,2002
79,732,Amaya,Ashraf,ashraf-amaya,1610612763,grizzlies,False,Memphis,Grizzlies,MEM,18.0,F,79.0,250.0,Southern Illinois,USA,,,,,4.5,4.2,0.4,Career,1995,1996
80,202329,Aminu,Al-Farouq,al-farouq-aminu,1610612757,blazers,False,Portland,Trail Blazers,POR,5.0,F,80.0,220.0,Wake Forest,USA,2010.0,1.0,8.0,,7.5,6.0,1.2,Career,2010,2020
81,200811,Amundson,Lou,lou-amundson,1610612756,suns,False,Phoenix,Suns,PHX,17.0,F,81.0,220.0,UNLV,USA,,,,,3.7,3.6,0.4,Career,2006,2015
82,76034,Anderegg,Bob,bob-anderegg,1610612752,knicks,False,New York,Knicks,NYK,18.0,F,75.0,200.0,Michigan State,USA,1959.0,3.0,20.0,,4.0,2.1,0.9,Career,1959,1959
83,2365,Andersen,Chris,chris-andersen,1610612743,nuggets,False,Denver,Nuggets,DEN,7.0,F-C,82.0,245.0,Blinn J.C.,USA,,,,,5.4,5.0,0.5,Career,2001,2016
84,2431,Andersen,David,david-andersen,1610612745,rockets,False,Houston,Rockets,HOU,11.0,C,83.0,247.0,FC Barcelona,Australia,2002.0,2.0,36.0,,4.9,2.8,0.6,Career,2009,2010
85,101187,Anderson,Alan,alan-anderson,1610612751,nets,False,Brooklyn,Nets,BKN,9.0,F-G,78.0,220.0,Michigan State,USA,,,,,7.3,2.2,1.1,Career,2005,2016
86,202079,Anderson,Antonio,antonio-anderson,1610612760,thunder,False,Oklahoma City,Thunder,OKC,8.0,G,78.0,215.0,Memphis,USA,,,,,2.0,1.0,0.0,Career,2009,2009
87,76035,Anderson,Cliff,cliff-anderson,1610612747,lakers,False,Los Angeles,Lakers,LAL,26.0,G,74.0,200.0,St. Joseph's (PA),USA,1967.0,4.0,35.0,,3.0,1.3,0.8,Career,1967,1970
88,76036,Anderson,Daniel,daniel-anderson,1610612757,blazers,False,Portland,Trail Blazers,POR,33.0,G,74.0,185.0,Southern California,USA,1974.0,6.0,92.0,,3.7,1.0,1.7,Career,1974,1975
89,1507,Anderson,Derek,derek-anderson,1610612757,blazers,False,Portland,Trail Blazers,POR,1.0,G,77.0,195.0,Kentucky,USA,1997.0,1.0,13.0,,12.0,3.2,3.4,Career,1997,2007
90,76037,Anderson,Dwight,dwight-anderson,1610612743,nuggets,False,Denver,Nuggets,DEN,20.0,G,75.0,185.0,Southern California,USA,1982.0,2.0,41.0,,4.2,0.4,0.6,Career,1982,1982
91,944,Anderson,Eric,eric-anderson,1610612752,knicks,False,New York,Knicks,NYK,42.0,F,81.0,220.0,Indiana,USA,,,,,1.6,1.1,0.2,Career,1992,1993
92,246,Anderson,Greg,greg-anderson,1610612759,spurs,False,San Antonio,Spurs,SAS,0.0,C-F,82.0,250.0,Houston,USA,1987.0,1.0,23.0,,7.3,6.2,0.6,Career,1987,1997
93,202341,Anderson,James,james-anderson,1610612759,spurs,False,San Antonio,Spurs,SAS,5.0,G-F,78.0,213.0,Oklahoma State,USA,2010.0,1.0,20.0,,5.8,2.3,1.2,Career,2010,2015
94,76040,Anderson,Jerome,jerome-anderson,1610612754,pacers,False,Indiana,Pacers,IND,21.0,G,77.0,195.0,West Virginia,USA,1975.0,3.0,53.0,,2.6,0.5,0.3,Career,1975,1976
95,1626147,Anderson,Justin,justin-anderson,1610612754,pacers,False,Indiana,Pacers,IND,10.0,F-G,77.0,231.0,Virginia,USA,2015.0,1.0,21.0,,5.3,2.6,0.8,Career,2015,2021
96,72,Anderson,Kenny,kenny-anderson,1610612751,nets,False,Brooklyn,Nets,BKN,13.0,G,73.0,168.0,Georgia Tech,USA,1991.0,1.0,2.0,,12.6,3.1,6.1,Career,1991,2004
97,76041,Anderson,Kim,kim-anderson,1610612757,blazers,False,Portland,Trail Blazers,POR,42.0,F,79.0,200.0,Missouri,USA,1978.0,7.0,146.0,,3.0,2.1,0.7,Career,1978,1978
98,203937,Anderson,Kyle,kyle-anderson,1610612744,warriors,False,Golden State,Warriors,GSW,1.0,F-G,81.0,230.0,UCLA,USA,2014.0,1.0,30.0,True,2.5,3.5,2.5,Season,2014,2024
99,76042,Anderson,Michael,michael-anderson,1610612759,spurs,False,San Antonio,Spurs,SAS,10.0,G,71.0,184.0,Drexel,USA,1988.0,3.0,73.0,,5.7,2.5,4.3,Career,1988,1988
100,76043,Anderson,Mitchell,mitchell-anderson,1610612762,jazz,False,Utah,Jazz,UTA,11.0,F,80.0,195.0,Bradley,USA,1982.0,2.0,36.0,,4.8,2.8,0.7,Career,1982,1984
101,98,Anderson,Nick,nick-anderson,1610612753,magic,False,Orlando,Magic,ORL,5.0,F-G,78.0,228.0,Illinois,USA,1989.0,1.0,11.0,,14.4,5.1,2.6,Career,1989,2002
102,76045,Anderson,Richard,richard-anderson,1610612757,blazers,False,Portland,Trail Blazers,POR,35.0,F,82.0,240.0,California-Santa Barbara,USA,1982.0,2.0,32.0,,5.6,3.5,1.5,Career,1982,1989
103,76046,Anderson,Ron,ron-anderson,1610612755,sixers,False,Philadelphia,76ers,PHI,35.0,F,79.0,215.0,Fresno State,USA,1984.0,2.0,27.0,,10.6,3.5,1.4,Career,1984,1993
104,201583,Anderson,Ryan,ryan-anderson,1610612740,pelicans,False,New Orleans,Pelicans,NOP,31.0,F,82.0,240.0,California,USA,2008.0,1.0,21.0,,12.3,5.3,0.9,Career,2008,2019
105,1000,Anderson,Shandon,shandon-anderson,1610612752,knicks,False,New York,Knicks,NYK,49.0,G-F,78.0,215.0,Georgia,USA,1996.0,2.0,54.0,,7.4,3.1,1.4,Career,1996,2005
106,335,Anderson,Willie,willie-anderson,1610612759,spurs,False,San Antonio,Spurs,SAS,35.0,G-F,80.0,200.0,Georgia,USA,1988.0,1.0,10.0,,12.2,3.8,3.8,Career,1988,1996
107,76048,Anderzunas,Wally,wally-anderzunas,1610612758,kings,False,Sacramento,Kings,SAC,21.0,C,79.0,220.0,Creighton,USA,1969.0,2.0,25.0,,3.6,1.9,0.2,Career,1969,1969
108,101149,Andriuskevicius,Martynas,martynas-andriuskevicius,1610612739,cavaliers,False,Cleveland,Cavaliers,CLE,15.0,C,86.0,240.0,Zalgiris,Lithuania,2005.0,2.0,44.0,,0.0,0.7,0.0,Career,2005,2006
109,76049,Anielak,Don,don-anielak,1610612752,knicks,False,New York,Knicks,NYK,12.0,F,79.0,190.0,Missouri State,USA,1954.0,3.0,26.0,,3.0,2.0,0.0,Career,1954,1954
110,1628387,Anigbogu,Ike,ike-anigbogu,1610612754,pacers,False,Indiana,Pacers,IND,13.0,C-F,82.0,262.0,UCLA,USA,2017.0,2.0,47.0,,0.9,0.9,0.1,Career,2017,2018
111,76050,Ansley,Michael,michael-ansley,1610612753,magic,False,Orlando,Magic,ORL,54.0,F,79.0,225.0,Alabama,USA,1989.0,2.0,37.0,,6.9,4.2,0.4,Career,1989,1991
112,1512,Anstey,Chris,chris-anstey,1610612742,mavericks,False,Dallas,Mavericks,DAL,22.0,C,84.0,249.0,South East Melbourne,Australia,1997.0,1.0,18.0,,5.2,3.4,0.8,Career,1997,1999
113,203507,Antetokounmpo,Giannis,giannis-antetokounmpo,1610612749,bucks,False,Milwaukee,Bucks,MIL,34.0,F,83.0,243.0,Filathlitikos,Greece,2013.0,1.0,15.0,True,28.8,11.8,6.3,Season,2013,2024
114,1628961,Antetokounmpo,Kostas,kostas-antetokounmpo,1610612741,bulls,False,Chicago,Bulls,CHI,37.0,F,82.0,200.0,Dayton,Greece,2018.0,2.0,60.0,,1.0,1.0,0.1,Career,2018,2020
115,203648,Antetokounmpo,Thanasis,thanasis-antetokounmpo,1610612749,bucks,False,Milwaukee,Bucks,MIL,43.0,F,79.0,219.0,Panathinaikos,Greece,2014.0,2.0,51.0,,2.4,1.6,0.6,Career,2015,2023
116,2546,Anthony,Carmelo,carmelo-anthony,1610612747,lakers,False,Los Angeles,Lakers,LAL,7.0,F,79.0,238.0,Syracuse,USA,2003.0,1.0,3.0,,22.5,6.2,2.7,Career,2003,2021
117,1630175,Anthony,Cole,cole-anthony,1610612753,magic,False,Orlando,Magic,ORL,50.0,G,74.0,185.0,North Carolina,USA,2020.0,1.0,15.0,True,2.0,2.3,2.8,Season,2020,2024
118,21,Anthony,Greg,greg-anthony,1610612752,knicks,False,New York,Knicks,NYK,50.0,G,73.0,180.0,UNLV,USA,1991.0,1.0,12.0,,7.3,1.9,4.0,Career,1991,2001
119,201202,Anthony,Joel,joel-anthony,1610612748,heat,False,Miami,Heat,MIA,30.0,C,81.0,245.0,UNLV,Canada,,,,,2.2,2.8,0.2,Career,2007,2016
120,203544,Antic,Pero,pero-antic,1610612737,hawks,False,Atlanta,Hawks,ATL,6.0,F-C,83.0,260.0,Olympiacos,Macedonia,,,,,6.3,3.5,0.9,Career,2013,2014
121,1628384,Anunoby,OG,og-anunoby,1610612752,knicks,False,New York,Knicks,NYK,8.0,F-G,79.0,240.0,Indiana,United Kingdom,2017.0,1.0,23.0,True,11.0,3.7,2.0,Season,2017,2024
122,203951,Appling,Keith,keith-appling,1610612753,magic,False,Orlando,Magic,ORL,15.0,G,73.0,185.0,Michigan State,USA,,,,,1.2,0.2,0.2,Career,2015,2015
123,2737,Araujo,Rafael,rafael-araujo,1610612761,raptors,False,Toronto,Raptors,TOR,55.0,C,83.0,270.0,Brigham Young,Brazil,2004.0,1.0,8.0,,2.8,2.8,0.3,Career,2004,2006
124,76053,Arceneaux,Stacey,stacey-arceneaux,1610612737,hawks,False,Atlanta,Hawks,ATL,,F,76.0,210.0,Iowa State,USA,,,,,7.1,4.6,0.6,Career,1961,1961
125,76054,Archibald,Nate,nate-archibald,1610612758,kings,False,Sacramento,Kings,SAC,1.0,G,73.0,150.0,Texas-El Paso,USA,1970.0,2.0,19.0,,18.8,2.3,7.4,Career,1970,1983
126,2425,Archibald,Robert,robert-archibald,1610612761,raptors,False,Toronto,Raptors,TOR,34.0,F,83.0,250.0,Illinois,Scotland,2002.0,2.0,31.0,,1.2,1.6,0.4,Career,2002,2003
127,1627853,Arcidiacono,Ryan,ryan-arcidiacono,1610612752,knicks,False,New York,Knicks,NYK,51.0,G,75.0,195.0,Villanova,USA,,,,,4.0,1.8,1.9,Career,2017,2023
128,76055,Ard,Jim,jim-ard,1610612738,celtics,False,Boston,Celtics,BOS,34.0,C,81.0,215.0,Cincinnati,USA,1970.0,1.0,6.0,,3.5,3.8,0.7,Career,1974,1977
129,2240,Arenas,Gilbert,gilbert-arenas,1610612764,wizards,False,Washington,Wizards,WAS,10.0,G,76.0,215.0,Arizona,USA,2001.0,2.0,30.0,,20.7,3.9,5.3,Career,2001,2011
130,2772,Ariza,Trevor,trevor-ariza,1610612747,lakers,False,Los Angeles,Lakers,LAL,8.0,F,80.0,215.0,UCLA,USA,2004.0,2.0,43.0,,10.4,4.8,2.1,Career,2004,2021
