actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (1:18 PM EST),period,start,0,0
2,1,PT12M00.00S,1,1610612755,PHI,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Jump Ball Mutombo vs. O'Neal: Tip to Bryant,Jump Ball,,0,0
3,2,PT11M45.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,-12,63,6,Missed,1,0,0,0,v,MISS O'Neal 6' Jump Shot,Missed Shot,Jump Shot,0,0
4,3,PT11M43.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,,0,0,0,0,v,O'Neal REBOUND (Off:1 Def:0),Rebound,Unknown,0,0
5,4,PT11M41.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,-71,36,8,Missed,1,0,0,0,v,MISS O'Neal 8' Jump Shot,Missed Shot,Jump Shot,0,0
6,5,PT11M41.00S,1,0,,1610612747,,,0,0,0,,0,0,0,0,v,Lakers Rebound,Rebound,Unknown,0,0
7,6,PT11M41.00S,1,1610612755,PHI,238,Hill,T. Hill,0,0,0,,0,0,0,0,h,Hill S.FOUL (P1.T1),Foul,Shooting,0,0
8,7,PT11M41.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,,0,0,1,1,v,O'Neal Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0
9,8,PT11M41.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,,0,0,0,0,v,MISS O'Neal Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0
10,9,PT11M40.00S,1,1610612755,PHI,238,Hill,T. Hill,0,0,0,,0,0,0,0,h,Hill REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
11,10,PT11M21.00S,1,1610612755,PHI,947,Iverson,A. Iverson,16,26,3,Missed,1,0,0,0,h,MISS Iverson 3' Layup,Missed Shot,Layup Shot,0,0
12,11,PT11M20.00S,1,1610612747,LAL,270,Grant,H. Grant,0,0,0,,0,0,0,0,v,Grant REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
13,12,PT11M11.00S,1,1610612747,LAL,965,Fisher,D. Fisher,0,0,0,,0,0,0,0,v,Fisher Lost Ball Turnover (P1.T1),Turnover,Lost Ball,0,0
14,12,PT11M11.00S,1,1610612755,PHI,1908,Jones,J. Jones,0,0,0,,0,0,0,0,h,Jones STEAL (1 STL),,,0,0
15,13,PT11M09.00S,1,1610612747,LAL,296,Fox,R. Fox,0,0,0,,0,0,0,0,v,Fox P.FOUL (P1.T1),Foul,Personal,0,0
16,14,PT10M59.00S,1,1610612755,PHI,947,Iverson,A. Iverson,0,0,0,Made,1,2,1,3,h,Iverson  Driving Layup (2 PTS) (McKie 1 AST),Made Shot,Driving Layup Shot,0,0
17,15,PT10M47.00S,1,1610612747,LAL,296,Fox,R. Fox,0,0,0,,0,0,0,0,v,Fox Bad Pass Turnover (P1.T2),Turnover,Bad Pass,0,0
18,15,PT10M47.00S,1,1610612755,PHI,947,Iverson,A. Iverson,0,0,0,,0,0,0,0,h,Iverson STEAL (1 STL),,,0,0
19,16,PT10M33.00S,1,1610612755,PHI,947,Iverson,A. Iverson,-185,-2,19,Missed,1,0,0,0,h,MISS Iverson 19' Jump Shot,Missed Shot,Jump Shot,0,0
20,17,PT10M31.00S,1,1610612747,LAL,270,Grant,H. Grant,0,0,0,,0,0,0,0,v,Grant REBOUND (Off:0 Def:2),Rebound,Unknown,0,0
21,18,PT10M18.00S,1,1610612747,LAL,965,Fisher,D. Fisher,159,144,21,Missed,1,0,0,0,v,MISS Fisher 21' Jump Shot,Missed Shot,Jump Shot,0,0
22,19,PT10M16.00S,1,1610612755,PHI,1908,Jones,J. Jones,0,0,0,,0,0,0,0,h,Jones REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
23,20,PT10M04.00S,1,1610612755,PHI,1908,Jones,J. Jones,-105,116,16,Missed,1,0,0,0,h,MISS Jones 16' Jump Shot,Missed Shot,Jump Shot,0,0
24,21,PT10M02.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,,0,0,0,0,v,O'Neal REBOUND (Off:1 Def:1),Rebound,Unknown,0,0
25,22,PT09M40.00S,1,1610612747,LAL,977,Bryant,K. Bryant,-185,-25,19,Missed,1,0,0,0,v,MISS Bryant 19' Jump Shot,Missed Shot,Jump Shot,0,0
26,23,PT09M38.00S,1,1610612755,PHI,238,Hill,T. Hill,0,0,0,,0,0,0,0,h,Hill REBOUND (Off:0 Def:2),Rebound,Unknown,0,0
27,24,PT09M35.00S,1,1610612755,PHI,87,Mutombo,D. Mutombo,0,0,0,Made,1,4,1,5,h,Mutombo  Slam Dunk (2 PTS) (Jones 1 AST),Made Shot,Slam Dunk Shot,0,0
28,25,PT09M21.00S,1,1610612755,PHI,243,McKie,A. McKie,0,0,0,,0,0,0,0,h,McKie P.FOUL (P1.T2),Foul,Personal,0,0
29,26,PT09M17.00S,1,1610612747,LAL,296,Fox,R. Fox,174,7,17,Missed,1,0,0,0,v,MISS Fox 17' Jump Shot,Missed Shot,Jump Shot,0,0
30,27,PT09M15.00S,1,1610612755,PHI,243,McKie,A. McKie,0,0,0,,0,0,0,0,h,McKie REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
31,28,PT09M12.00S,1,1610612747,LAL,977,Bryant,K. Bryant,0,0,0,,0,0,0,0,v,Bryant P.FOUL (P1.T2),Foul,Personal,0,0
32,29,PT09M12.00S,1,1610612755,PHI,947,Iverson,A. Iverson,0,0,0,,0,0,0,0,h,MISS Iverson Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,0,0
33,30,PT09M12.00S,1,0,,1610612755,,,0,0,0,,0,0,0,0,h,76ERS Rebound,Rebound,Normal Rebound,0,0
34,31,PT09M12.00S,1,1610612755,PHI,947,Iverson,A. Iverson,0,0,0,,0,0,0,0,h,MISS Iverson Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0
35,32,PT09M11.00S,1,1610612747,LAL,270,Grant,H. Grant,0,0,0,,0,0,0,0,v,Grant REBOUND (Off:0 Def:3),Rebound,Unknown,0,0
36,33,PT08M59.00S,1,1610612747,LAL,965,Fisher,D. Fisher,0,0,0,,0,0,0,0,v,Fisher Bad Pass Turnover (P2.T3),Turnover,Bad Pass,0,0
37,34,PT08M48.00S,1,1610612755,PHI,243,McKie,A. McKie,-77,47,9,Missed,1,0,0,0,h,MISS McKie 9' Jump Shot,Missed Shot,Jump Shot,0,0
38,34,PT08M48.00S,1,1610612747,LAL,270,Grant,H. Grant,0,0,0,,0,0,0,0,v,Grant BLOCK (1 BLK),,,0,0
39,35,PT08M46.00S,1,0,,1610612747,,,0,0,0,,0,0,0,0,v,Lakers Rebound,Rebound,Unknown,0,0
40,36,PT08M26.00S,1,1610612747,LAL,270,Grant,H. Grant,-176,-36,18,Missed,1,0,0,0,v,MISS Grant 18' Jump Shot,Missed Shot,Jump Shot,0,0
41,37,PT08M23.00S,1,1610612747,LAL,977,Bryant,K. Bryant,0,0,0,,0,0,0,0,v,Bryant REBOUND (Off:1 Def:0),Rebound,Unknown,0,0
42,38,PT08M19.00S,1,1610612747,LAL,296,Fox,R. Fox,73,76,11,Made,1,4,3,7,v,Fox 11' Jump Shot (2 PTS) (Bryant 1 AST),Made Shot,Jump Shot,0,0
43,40,PT08M03.00S,1,1610612755,PHI,243,McKie,A. McKie,-27,120,12,Made,1,6,3,9,h,McKie 12' Jump Shot (2 PTS),Made Shot,Jump Shot,0,0
44,41,PT07M32.00S,1,1610612747,LAL,296,Fox,R. Fox,-242,-32,24,Made,1,6,6,12,v,Fox 24' 3PT Jump Shot (5 PTS) (Bryant 2 AST),Made Shot,Jump Shot,0,0
45,42,PT07M17.00S,1,1610612755,PHI,947,Iverson,A. Iverson,167,-36,17,Missed,1,0,0,0,h,MISS Iverson 17' Jump Shot,Missed Shot,Jump Shot,0,0
46,43,PT07M13.00S,1,1610612747,LAL,270,Grant,H. Grant,0,0,0,,0,0,0,0,v,Grant REBOUND (Off:0 Def:4),Rebound,Unknown,0,0
47,44,PT07M05.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,1,70,7,Made,1,6,8,14,v,O'Neal 7' Turnaround Jump Shot (3 PTS) (Fox 1 AST),Made Shot,Turnaround Jump Shot,0,0
48,45,PT06M44.00S,1,1610612755,PHI,243,McKie,A. McKie,-128,-32,13,Missed,1,0,0,0,h,MISS McKie 13' Jump Shot,Missed Shot,Jump Shot,0,0
49,46,PT06M42.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,,0,0,0,0,v,O'Neal REBOUND (Off:1 Def:2),Rebound,Unknown,0,0
50,47,PT06M21.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,51,26,6,Missed,1,0,0,0,v,MISS O'Neal 6' Jump Shot,Missed Shot,Jump Shot,0,0
51,47,PT06M21.00S,1,1610612755,PHI,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Mutombo BLOCK (1 BLK),,,0,0
52,48,PT06M18.00S,1,1610612755,PHI,1908,Jones,J. Jones,0,0,0,,0,0,0,0,h,Jones REBOUND (Off:0 Def:2),Rebound,Unknown,0,0
53,49,PT06M12.00S,1,1610612755,PHI,238,Hill,T. Hill,115,-25,12,Missed,1,0,0,0,h,MISS Hill 12' Jump Shot,Missed Shot,Jump Shot,0,0
54,50,PT06M09.00S,1,1610612755,PHI,87,Mutombo,D. Mutombo,0,0,0,,0,0,0,0,h,Mutombo REBOUND (Off:1 Def:0),Rebound,Unknown,0,0
55,51,PT06M03.00S,1,0,,1610612755,,,0,0,0,,0,0,0,0,h,76ERS Timeout: Regular (Full 1 Short 0),Timeout,Regular,0,0
56,53,PT05M54.00S,1,1610612755,PHI,947,Iverson,A. Iverson,64,-2,6,Missed,1,0,0,0,h,MISS Iverson 6' Jump Shot,Missed Shot,Jump Shot,0,0
57,54,PT05M53.00S,1,1610612747,LAL,270,Grant,H. Grant,0,0,0,,0,0,0,0,v,Grant REBOUND (Off:0 Def:5),Rebound,Unknown,0,0
58,55,PT05M38.00S,1,1610612747,LAL,270,Grant,H. Grant,-191,-8,19,Missed,1,0,0,0,v,MISS Grant 19' Jump Shot,Missed Shot,Jump Shot,0,0
59,56,PT05M36.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,,0,0,0,0,v,O'Neal REBOUND (Off:2 Def:2),Rebound,Unknown,0,0
60,57,PT05M34.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,Made,1,6,10,16,v,O'Neal  Slam Dunk (5 PTS),Made Shot,Slam Dunk Shot,0,0
61,58,PT05M10.00S,1,1610612755,PHI,1908,Jones,J. Jones,-4,116,12,Missed,1,0,0,0,h,MISS Jones 12' Jump Shot,Missed Shot,Jump Shot,0,0
62,59,PT05M10.00S,1,0,,1610612755,,,0,0,0,,0,0,0,0,h,76ERS Rebound,Rebound,Unknown,0,0
63,60,PT05M10.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,,0,0,0,0,v,O'Neal L.B.FOUL (P1.T3),Foul,Loose Ball,0,0
64,61,PT04M49.00S,1,1610612755,PHI,87,Mutombo,D. Mutombo,58,-8,6,Missed,1,0,0,0,h,MISS Mutombo 6' Hook Shot,Missed Shot,Hook Shot,0,0
65,63,PT04M48.00S,1,1610612755,PHI,1908,Jones,J. Jones,0,0,0,,0,0,0,0,h,Jones REBOUND (Off:1 Def:2),Rebound,Unknown,0,0
66,62,PT04M48.00S,1,1610612755,PHI,1908,Jones,J. Jones,0,0,0,Missed,1,0,0,0,h,MISS Jones  Tip Shot,Missed Shot,Tip Shot,0,0
67,64,PT04M45.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,,0,0,0,0,v,O'Neal REBOUND (Off:2 Def:3),Rebound,Unknown,0,0
68,65,PT04M39.00S,1,1610612747,LAL,406,O'Neal,S. O'Neal,0,0,0,Made,1,6,12,18,v,O'Neal  Slam Dunk (7 PTS),Made Shot,Slam Dunk Shot,0,0
69,66,PT04M27.00S,1,1610612755,PHI,1908,Jones,J. Jones,0,0,0,,0,0,0,0,h,Jones Bad Pass Turnover (P1.T1),Turnover,Bad Pass,0,0
70,66,PT04M27.00S,1,1610612747,LAL,977,Bryant,K. Bryant,0,0,0,,0,0,0,0,v,Bryant STEAL (1 STL),,,0,0
71,67,PT04M21.00S,1,1610612747,LAL,965,Fisher,D. Fisher,0,0,0,Made,1,6,14,20,v,Fisher  Layup (2 PTS) (Bryant 3 AST),Made Shot,Layup Shot,0,0
72,68,PT03M58.00S,1,1610612747,LAL,965,Fisher,D. Fisher,0,0,0,,0,0,0,0,v,Fisher S.FOUL (P1.T4),Foul,Shooting,0,0
73,69,PT03M58.00S,1,1610612755,PHI,1908,Jones,J. Jones,0,0,0,,0,0,0,0,h,SUB: Snow FOR Jones,Substitution,,0,0
