actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (12:27 PM EST),period,start,0,0
2,1,PT12M00.00S,1,1610612742,DAL,1711,LaFrentz,R. LaFrentz,0,0,0,,0,0,0,0,h,Jump Ball LaFrentz vs. Robinson: Tip to Bowen,Jump Ball,,0,0
3,2,PT11M42.00S,1,1610612759,SAS,1536,Jackson,S. Jackson,-126,97,16,Made,1,0,2,2,v,Jackson 16' Jump Shot (2 PTS) (Duncan 1 AST),Made Shot,Jump Shot,0,0
4,3,PT11M28.00S,1,1610612742,DAL,89,Van Exel,N. Van Exel,179,183,26,Missed,1,0,0,0,h,MISS Van Exel 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,0
5,4,PT11M26.00S,1,1610612759,SAS,1495,Duncan,T. Duncan,0,0,0,,0,0,0,0,v,Duncan REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
6,5,PT11M15.00S,1,1610612759,SAS,1495,Duncan,T. Duncan,79,72,11,Missed,1,0,0,0,v,MISS Duncan 11' Jump Shot,Missed Shot,Jump Shot,0,0
7,7,PT11M12.00S,1,1610612759,SAS,1495,Duncan,T. Duncan,0,0,0,,0,0,0,0,v,Duncan REBOUND (Off:1 Def:1),Rebound,Unknown,0,0
8,6,PT11M12.00S,1,1610612759,SAS,1495,Duncan,T. Duncan,0,0,0,Made,1,0,4,4,v,Duncan  Tip Shot (2 PTS),Made Shot,Tip Shot,0,0
9,8,PT11M02.00S,1,1610612759,SAS,764,Robinson,D. Robinson,0,0,0,,0,0,0,0,v,Robinson Violation:Kicked Ball,Violation,Kicked Ball,0,0
10,9,PT10M55.00S,1,1610612759,SAS,1536,Jackson,S. Jackson,0,0,0,,0,0,0,0,v,Jackson S.FOUL (P1.T1),Foul,Shooting,0,0
11,10,PT10M55.00S,1,1610612742,DAL,714,Finley,M. Finley,0,0,0,,0,1,4,5,h,Finley Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0
12,11,PT10M55.00S,1,1610612742,DAL,714,Finley,M. Finley,0,0,0,,0,2,4,6,h,Finley Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,0,0
13,12,PT10M38.00S,1,1610612759,SAS,1495,Duncan,T. Duncan,-113,59,13,Missed,1,0,0,0,v,MISS Duncan 13' Jump Shot,Missed Shot,Jump Shot,0,0
14,13,PT10M36.00S,1,1610612742,DAL,714,Finley,M. Finley,0,0,0,,0,0,0,0,h,Finley REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
15,14,PT10M29.00S,1,1610612742,DAL,1711,LaFrentz,R. LaFrentz,-177,-5,18,Missed,1,0,0,0,h,MISS LaFrentz 18' Jump Shot,Missed Shot,Jump Shot,0,0
16,15,PT10M27.00S,1,1610612759,SAS,2225,Parker,T. Parker,0,0,0,,0,0,0,0,v,Parker REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
17,16,PT10M19.00S,1,1610612759,SAS,2225,Parker,T. Parker,-71,53,9,Missed,1,0,0,0,v,MISS Parker 9' Jump Shot,Missed Shot,Jump Shot,0,0
18,17,PT10M18.00S,1,1610612742,DAL,1711,LaFrentz,R. LaFrentz,0,0,0,,0,0,0,0,h,LaFrentz REBOUND (Off:0 Def:1),Rebound,Unknown,0,0
19,18,PT10M18.00S,1,1610612759,SAS,764,Robinson,D. Robinson,0,0,0,,0,0,0,0,v,Robinson L.B.FOUL (P1.T2),Foul,Loose Ball,0,0
20,19,PT09M58.00S,1,1610612742,DAL,1005,Williams,W. Williams,-56,35,7,Missed,1,0,0,0,h,MISS Williams 7' Jump Shot,Missed Shot,Jump Shot,0,0
21,20,PT09M56.00S,1,1610612742,DAL,1711,LaFrentz,R. LaFrentz,0,0,0,,0,0,0,0,h,LaFrentz REBOUND (Off:1 Def:1),Rebound,Unknown,0,0
22,21,PT09M49.00S,1,1610612742,DAL,89,Van Exel,N. Van Exel,-61,56,8,Missed,1,0,0,0,h,MISS Van Exel 8' Jump Shot,Missed Shot,Jump Shot,0,0
23,22,PT09M47.00S,1,1610612759,SAS,1495,Duncan,T. Duncan,0,0,0,,0,0,0,0,v,Duncan REBOUND (Off:1 Def:2),Rebound,Unknown,0,0
24,23,PT09M38.00S,1,1610612759,SAS,1495,Duncan,T. Duncan,-34,33,5,Made,1,2,6,8,v,Duncan 5' Jump Shot (4 PTS) (Jackson 1 AST),Made Shot,Jump Shot,0,0
25,24,PT09M17.00S,1,1610612742,DAL,1711,LaFrentz,R. LaFrentz,0,0,0,Made,1,4,6,10,h,LaFrentz  Layup (2 PTS) (Finley 1 AST),Made Shot,Layup Shot,0,0
26,25,PT08M57.00S,1,1610612759,SAS,2225,Parker,T. Parker,-163,7,16,Missed,1,0,0,0,v,MISS Parker 16' Jump Shot,Missed Shot,Jump Shot,0,0
27,26,PT08M55.00S,1,1610612742,DAL,1711,LaFrentz,R. LaFrentz,0,0,0,,0,0,0,0,h,LaFrentz REBOUND (Off:1 Def:2),Rebound,Unknown,0,0
28,27,PT08M44.00S,1,1610612742,DAL,959,Nash,S. Nash,6,53,5,Missed,1,0,0,0,h,MISS Nash 5' Jump Shot,Missed Shot,Jump Shot,0,0
29,27,PT08M44.00S,1,1610612759,SAS,2225,Parker,T. Parker,0,0,0,,0,0,0,0,v,Parker BLOCK (1 BLK),,,0,0
30,28,PT08M42.00S,1,1610612759,SAS,1495,Duncan,T. Duncan,0,0,0,,0,0,0,0,v,Duncan REBOUND (Off:1 Def:3),Rebound,Unknown,0,0
31,29,PT08M39.00S,1,1610612742,DAL,1711,LaFrentz,R. LaFrentz,0,0,0,,0,0,0,0,h,LaFrentz S.FOUL (P1.T1),Foul,Shooting,0,0
32,30,PT08M39.00S,1,1610612759,SAS,764,Robinson,D. Robinson,0,0,0,,0,4,7,11,v,Robinson Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0
33,31,PT08M39.00S,1,1610612759,SAS,764,Robinson,D. Robinson,0,0,0,,0,0,0,0,v,MISS Robinson Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,0,0
34,32,PT08M38.00S,1,1610612742,DAL,1711,LaFrentz,R. LaFrentz,0,0,0,,0,0,0,0,h,LaFrentz REBOUND (Off:1 Def:3),Rebound,Unknown,0,0
